"Date","Site","Depth","NH4_interp","NO3NO2_interp","SRP_interp","NO3NO2inf_interp","NH4inf_interp","SRPinf_interp"
2014-05-09,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-09,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-09,50,6,NA,NA,NA,NA,NA,NA
2014-05-09,50,6.2,13.3333333333333,2,1.66666666666667,13,8.33333333333333,1.33333333333333
2014-05-09,50,8,16.6666666666667,4.33333333333333,1.33333333333333,13,8.33333333333333,1.33333333333333
2014-05-09,50,9,13.3333333333333,3,1.33333333333333,13,8.33333333333333,1.33333333333333
2014-05-09,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-10,50,0.1,6.5,1,2.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,50,0.8,7.5,2,2.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,50,1.6,7,1.66666666666667,2,13,6.66666666666667,1.16666666666667
2014-05-10,50,2.8,6.83333333333333,1,1.33333333333333,13,6.66666666666667,1.16666666666667
2014-05-10,50,3.8,8.5,1.83333333333333,2,13,6.66666666666667,1.16666666666667
2014-05-10,50,5,11.6666666666667,1.16666666666667,1.5,13,6.66666666666667,1.16666666666667
2014-05-10,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-10,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-10,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-10,50,6,NA,NA,NA,NA,NA,NA
2014-05-10,50,6.2,12.1666666666667,2,1.33333333333333,13,6.66666666666667,1.16666666666667
2014-05-10,50,8,15.8333333333333,4.66666666666667,1.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,50,9,11.6666666666667,3,1.16666666666667,13,6.66666666666667,1.16666666666667
2014-05-10,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-12,50,0.1,4,0,2,13,5,1
2014-05-12,50,0.8,7,2,2,13,5,1
2014-05-12,50,1.6,7,2,2,13,5,1
2014-05-12,50,2.8,6,1,1,13,5,1
2014-05-12,50,3.8,9,2,2,13,5,1
2014-05-12,50,5,12,1,1,13,5,1
2014-05-12,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-12,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-12,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-12,50,6,NA,NA,NA,NA,NA,NA
2014-05-12,50,6.2,11,2,1,13,5,1
2014-05-12,50,8,15,5,1,13,5,1
2014-05-12,50,9,10,3,1,13,5,1
2014-05-12,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-14,50,0.1,4,0.666666666666667,2.33333333333333,13.3333333333333,7,2
2014-05-14,50,0.8,6,1.66666666666667,2.33333333333333,13.3333333333333,7,2
2014-05-14,50,1.6,7,2,2.33333333333333,13.3333333333333,7,2
2014-05-14,50,2.8,6,4.66666666666667,1.66666666666667,13.3333333333333,7,2
2014-05-14,50,3.8,8.66666666666667,2,2.33333333333333,13.3333333333333,7,2
2014-05-14,50,5,10.3333333333333,1,1.66666666666667,13.3333333333333,7,2
2014-05-14,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-14,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-14,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-14,50,6,NA,NA,NA,NA,NA,NA
2014-05-14,50,6.2,9.33333333333333,2,1.66666666666667,13.3333333333333,7,2
2014-05-14,50,8,12,4,1.66666666666667,13.3333333333333,7,2
2014-05-14,50,9,9.66666666666667,3,2,13.3333333333333,7,2
2014-05-14,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-15,50,0.1,4,1.33333333333333,2.66666666666667,13.6666666666667,9,3
2014-05-15,50,0.8,5,1.33333333333333,2.66666666666667,13.6666666666667,9,3
2014-05-15,50,1.6,7,2,2.66666666666667,13.6666666666667,9,3
2014-05-15,50,2.8,6,8.33333333333333,2.33333333333333,13.6666666666667,9,3
2014-05-15,50,3.8,8.33333333333333,2,2.66666666666667,13.6666666666667,9,3
2014-05-15,50,5,8.66666666666667,1,2.33333333333333,13.6666666666667,9,3
2014-05-15,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-15,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-15,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-15,50,6,NA,NA,NA,NA,NA,NA
2014-05-15,50,6.2,7.66666666666667,2,2.33333333333333,13.6666666666667,9,3
2014-05-15,50,8,9,3,2.33333333333333,13.6666666666667,9,3
2014-05-15,50,9,9.33333333333333,3,3,13.6666666666667,9,3
2014-05-15,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-19,50,0.1,4,2,3,14,11,4
2014-05-19,50,0.8,4,1,3,14,11,4
2014-05-19,50,1.6,7,2,3,14,11,4
2014-05-19,50,2.8,6,12,3,14,11,4
2014-05-19,50,3.8,8,2,3,14,11,4
2014-05-19,50,5,7,1,3,14,11,4
2014-05-19,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-19,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-19,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-19,50,6,NA,NA,NA,NA,NA,NA
2014-05-19,50,6.2,6,2,3,14,11,4
2014-05-19,50,8,6,2,3,14,11,4
2014-05-19,50,9,9,3,4,14,11,4
2014-05-19,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-22,50,0.1,5.5,2,4,15,9.5,4
2014-05-22,50,0.8,5,2.5,3.5,15,9.5,4
2014-05-22,50,1.6,7,2,3,15,9.5,4
2014-05-22,50,2.8,6.5,6.5,2.5,15,9.5,4
2014-05-22,50,3.8,7,2,3,15,9.5,4
2014-05-22,50,5,8,1,3,15,9.5,4
2014-05-22,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-22,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-22,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-22,50,6,NA,NA,NA,NA,NA,NA
2014-05-22,50,6.2,8.5,2,3,15,9.5,4
2014-05-22,50,8,6.5,2,2.5,15,9.5,4
2014-05-22,50,9,9,3,3.5,15,9.5,4
2014-05-22,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-26,50,0.1,7,2,5,16,8,4
2014-05-26,50,0.8,6,4,4,16,8,4
2014-05-26,50,1.6,7,2,3,16,8,4
2014-05-26,50,2.8,7,1,2,16,8,4
2014-05-26,50,3.8,6,2,3,16,8,4
2014-05-26,50,5,9,1,3,16,8,4
2014-05-26,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-26,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-26,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-26,50,6,NA,NA,NA,NA,NA,NA
2014-05-26,50,6.2,11,2,3,16,8,4
2014-05-26,50,8,7,2,2,16,8,4
2014-05-26,50,9,9,3,3,16,8,4
2014-05-26,50,9.3,NA,NA,NA,NA,NA,NA
2014-05-28,50,0.1,6,3,4.5,20.5,10,4.5
2014-05-28,50,0.8,9.5,4,5,20.5,10,4.5
2014-05-28,50,1.6,9.5,2.5,3.5,20.5,10,4.5
2014-05-28,50,2.8,8.5,1.5,3,20.5,10,4.5
2014-05-28,50,3.8,6,2,3.5,20.5,10,4.5
2014-05-28,50,5,8,2,3.5,20.5,10,4.5
2014-05-28,50,5.2,NA,NA,NA,NA,NA,NA
2014-05-28,50,5.5,NA,NA,NA,NA,NA,NA
2014-05-28,50,5.8,NA,NA,NA,NA,NA,NA
2014-05-28,50,6,NA,NA,NA,NA,NA,NA
2014-05-28,50,6.2,11.5,3,3.5,20.5,10,4.5
2014-05-28,50,8,7,2.5,3,20.5,10,4.5
2014-05-28,50,9,9,2.5,3,20.5,10,4.5
2014-05-28,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-02,50,0.1,5,4,4,25,12,5
2014-06-02,50,0.8,13,4,6,25,12,5
2014-06-02,50,1.6,12,3,4,25,12,5
2014-06-02,50,2.8,10,2,4,25,12,5
2014-06-02,50,3.8,6,2,4,25,12,5
2014-06-02,50,5,7,3,4,25,12,5
2014-06-02,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-02,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-02,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-02,50,6,NA,NA,NA,NA,NA,NA
2014-06-02,50,6.2,12,4,4,25,12,5
2014-06-02,50,8,7,3,4,25,12,5
2014-06-02,50,9,9,2,3,25,12,5
2014-06-02,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-03,50,0.1,5.2,3.6,4.2,29.8,12.4,6
2014-06-03,50,0.8,12.4,3.8,9,29.8,12.4,6
2014-06-03,50,1.6,9.8,3.2,4.4,29.8,12.4,6
2014-06-03,50,2.8,9.6,2.2,4,29.8,12.4,6
2014-06-03,50,3.8,5.8,1.8,3.8,29.8,12.4,6
2014-06-03,50,5,12.4,3.4,4.4,29.8,12.4,6
2014-06-03,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-03,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-03,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-03,50,6,NA,NA,NA,NA,NA,NA
2014-06-03,50,6.2,15.2,4,4.4,29.8,12.4,6
2014-06-03,50,8,19.8,3.4,4,29.8,12.4,6
2014-06-03,50,9,16.6,16.4,3,29.8,12.4,6
2014-06-03,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-04,50,0.1,5.4,3.2,4.4,34.6,12.8,7
2014-06-04,50,0.8,11.8,3.6,12,34.6,12.8,7
2014-06-04,50,1.6,7.6,3.4,4.8,34.6,12.8,7
2014-06-04,50,2.8,9.2,2.4,4,34.6,12.8,7
2014-06-04,50,3.8,5.6,1.6,3.6,34.6,12.8,7
2014-06-04,50,5,17.8,3.8,4.8,34.6,12.8,7
2014-06-04,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-04,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-04,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-04,50,6,NA,NA,NA,NA,NA,NA
2014-06-04,50,6.2,18.4,4,4.8,34.6,12.8,7
2014-06-04,50,8,32.6,3.8,4,34.6,12.8,7
2014-06-04,50,9,24.2,30.8,3,34.6,12.8,7
2014-06-04,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-05,50,0.1,5.6,2.8,4.6,39.4,13.2,8
2014-06-05,50,0.8,11.2,3.4,15,39.4,13.2,8
2014-06-05,50,1.6,5.4,3.6,5.2,39.4,13.2,8
2014-06-05,50,2.8,8.8,2.6,4,39.4,13.2,8
2014-06-05,50,3.8,5.4,1.4,3.4,39.4,13.2,8
2014-06-05,50,5,23.2,4.2,5.2,39.4,13.2,8
2014-06-05,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-05,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-05,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-05,50,6,NA,NA,NA,NA,NA,NA
2014-06-05,50,6.2,21.6,4,5.2,39.4,13.2,8
2014-06-05,50,8,45.4,4.2,4,39.4,13.2,8
2014-06-05,50,9,31.8,45.2,3,39.4,13.2,8
2014-06-05,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-06,50,0.1,5.8,2.4,4.8,44.2,13.6,9
2014-06-06,50,0.8,10.6,3.2,18,44.2,13.6,9
2014-06-06,50,1.6,3.2,3.8,5.6,44.2,13.6,9
2014-06-06,50,2.8,8.4,2.8,4,44.2,13.6,9
2014-06-06,50,3.8,5.2,1.2,3.2,44.2,13.6,9
2014-06-06,50,5,28.6,4.6,5.6,44.2,13.6,9
2014-06-06,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-06,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-06,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-06,50,6,NA,NA,NA,NA,NA,NA
2014-06-06,50,6.2,24.8,4,5.6,44.2,13.6,9
2014-06-06,50,8,58.2,4.6,4,44.2,13.6,9
2014-06-06,50,9,39.4,59.6,3,44.2,13.6,9
2014-06-06,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-09,50,0.1,6,2,5,49,14,10
2014-06-09,50,0.8,10,3,21,49,14,10
2014-06-09,50,1.6,1,4,6,49,14,10
2014-06-09,50,2.8,8,3,4,49,14,10
2014-06-09,50,3.8,5,1,3,49,14,10
2014-06-09,50,5,34,5,6,49,14,10
2014-06-09,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-09,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-09,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-09,50,6,NA,NA,NA,NA,NA,NA
2014-06-09,50,6.2,28,4,6,49,14,10
2014-06-09,50,8,71,5,4,49,14,10
2014-06-09,50,9,47,74,3,49,14,10
2014-06-09,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-12,50,0.1,20,2.5,5,42.5,11.5,8
2014-06-12,50,0.8,13.5,3,33.5,42.5,11.5,8
2014-06-12,50,1.6,7,4,5,42.5,11.5,8
2014-06-12,50,2.8,7,2.5,3.5,42.5,11.5,8
2014-06-12,50,3.8,6.5,2.5,3.5,42.5,11.5,8
2014-06-12,50,5,30.5,4.5,12.5,42.5,11.5,8
2014-06-12,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-12,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-12,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-12,50,6,NA,NA,NA,NA,NA,NA
2014-06-12,50,6.2,35,4,5,42.5,11.5,8
2014-06-12,50,8,93,5,4,42.5,11.5,8
2014-06-12,50,9,85.5,40,3.5,42.5,11.5,8
2014-06-12,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-16,50,0.1,34,3,5,36,9,6
2014-06-16,50,0.8,17,3,46,36,9,6
2014-06-16,50,1.6,13,4,4,36,9,6
2014-06-16,50,2.8,6,2,3,36,9,6
2014-06-16,50,3.8,8,4,4,36,9,6
2014-06-16,50,5,27,4,19,36,9,6
2014-06-16,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-16,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-16,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-16,50,6,NA,NA,NA,NA,NA,NA
2014-06-16,50,6.2,42,4,4,36,9,6
2014-06-16,50,8,115,5,4,36,9,6
2014-06-16,50,9,124,6,4,36,9,6
2014-06-16,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-19,50,0.1,21.5,3.5,5,32.5,8.5,5.5
2014-06-19,50,0.8,12.5,3,26,32.5,8.5,5.5
2014-06-19,50,1.6,10.5,2.5,4,32.5,8.5,5.5
2014-06-19,50,2.8,8,2.5,4,32.5,8.5,5.5
2014-06-19,50,3.8,7.5,3,4,32.5,8.5,5.5
2014-06-19,50,5,16.5,3,11,32.5,8.5,5.5
2014-06-19,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-19,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-19,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-19,50,6,NA,NA,NA,NA,NA,NA
2014-06-19,50,6.2,39,5,4,32.5,8.5,5.5
2014-06-19,50,8,120.5,6.5,4,32.5,8.5,5.5
2014-06-19,50,9,150.5,7.5,6.5,32.5,8.5,5.5
2014-06-19,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-23,50,0.1,9,4,5,29,8,5
2014-06-23,50,0.8,8,3,6,29,8,5
2014-06-23,50,1.6,8,1,4,29,8,5
2014-06-23,50,2.8,10,3,5,29,8,5
2014-06-23,50,3.8,7,2,4,29,8,5
2014-06-23,50,5,6,2,3,29,8,5
2014-06-23,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-23,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-23,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-23,50,6,NA,NA,NA,NA,NA,NA
2014-06-23,50,6.2,36,6,4,29,8,5
2014-06-23,50,8,126,8,4,29,8,5
2014-06-23,50,9,177,9,9,29,8,5
2014-06-23,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-25,50,0.1,6.5,2,6,27.5,7.5,5.5
2014-06-25,50,0.8,8,2,7.5,27.5,7.5,5.5
2014-06-25,50,1.6,10.5,1.5,6,27.5,7.5,5.5
2014-06-25,50,2.8,10,2,5.5,27.5,7.5,5.5
2014-06-25,50,3.8,8,1.5,6.5,27.5,7.5,5.5
2014-06-25,50,5,14,1.5,6,27.5,7.5,5.5
2014-06-25,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-25,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-25,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-25,50,6,NA,NA,NA,NA,NA,NA
2014-06-25,50,6.2,46,4,6,27.5,7.5,5.5
2014-06-25,50,8,111.5,5,5.5,27.5,7.5,5.5
2014-06-25,50,9,189.5,5.5,9,27.5,7.5,5.5
2014-06-25,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-29,50,0.1,4,0,7,26,7,6
2014-06-29,50,0.8,8,1,9,26,7,6
2014-06-29,50,1.6,13,2,8,26,7,6
2014-06-29,50,2.8,10,1,6,26,7,6
2014-06-29,50,3.8,9,1,9,26,7,6
2014-06-29,50,5,22,1,9,26,7,6
2014-06-29,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-29,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-29,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-29,50,6,NA,NA,NA,NA,NA,NA
2014-06-29,50,6.2,56,2,8,26,7,6
2014-06-29,50,8,97,2,7,26,7,6
2014-06-29,50,9,202,2,9,26,7,6
2014-06-29,50,9.3,NA,NA,NA,NA,NA,NA
2014-06-30,50,0.1,5,1,8,24,5,8
2014-06-30,50,0.8,10,1,7,24,5,8
2014-06-30,50,1.6,8,1,9,24,5,8
2014-06-30,50,2.8,11,1,8,24,5,8
2014-06-30,50,3.8,8,1,9,24,5,8
2014-06-30,50,5,14,2,6,24,5,8
2014-06-30,50,5.2,NA,NA,NA,NA,NA,NA
2014-06-30,50,5.5,NA,NA,NA,NA,NA,NA
2014-06-30,50,5.8,NA,NA,NA,NA,NA,NA
2014-06-30,50,6,NA,NA,NA,NA,NA,NA
2014-06-30,50,6.2,41,4,7,24,5,8
2014-06-30,50,8,54,2,6,24,5,8
2014-06-30,50,9,58,2,4,24,5,8
2014-06-30,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-01,50,0.1,5,1,8,24,7,8
2014-07-01,50,0.8,8,1,7.33333333333333,24,7,8
2014-07-01,50,1.6,7.33333333333333,1,8.66666666666667,24,7,8
2014-07-01,50,2.8,9.33333333333333,1,8.66666666666667,24,7,8
2014-07-01,50,3.8,7,0.666666666666667,8.66666666666667,24,7,8
2014-07-01,50,5,12.6666666666667,1.66666666666667,6.33333333333333,24,7,8
2014-07-01,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-01,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-01,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-01,50,6,NA,NA,NA,NA,NA,NA
2014-07-01,50,6.2,34.6666666666667,3,6.66666666666667,24,7,8
2014-07-01,50,8,45.3333333333333,2,6,24,7,8
2014-07-01,50,9,49.3333333333333,1.66666666666667,5,24,7,8
2014-07-01,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-02,50,0.1,5,1,8,24,9,8
2014-07-02,50,0.8,6,1,7.66666666666667,24,9,8
2014-07-02,50,1.6,6.66666666666667,1,8.33333333333333,24,9,8
2014-07-02,50,2.8,7.66666666666667,1,9.33333333333333,24,9,8
2014-07-02,50,3.8,6,0.333333333333333,8.33333333333333,24,9,8
2014-07-02,50,5,11.3333333333333,1.33333333333333,6.66666666666667,24,9,8
2014-07-02,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-02,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-02,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-02,50,6,NA,NA,NA,NA,NA,NA
2014-07-02,50,6.2,28.3333333333333,2,6.33333333333333,24,9,8
2014-07-02,50,8,36.6666666666667,2,6,24,9,8
2014-07-02,50,9,40.6666666666667,1.33333333333333,6,24,9,8
2014-07-02,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-07,50,0.1,5,1,8,24,11,8
2014-07-07,50,0.8,4,1,8,24,11,8
2014-07-07,50,1.6,6,1,8,24,11,8
2014-07-07,50,2.8,6,1,10,24,11,8
2014-07-07,50,3.8,5,0,8,24,11,8
2014-07-07,50,5,10,1,7,24,11,8
2014-07-07,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-07,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-07,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-07,50,6,NA,NA,NA,NA,NA,NA
2014-07-07,50,6.2,22,1,6,24,11,8
2014-07-07,50,8,28,2,6,24,11,8
2014-07-07,50,9,32,1,7,24,11,8
2014-07-07,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-09,50,0.1,5,1,7.5,27,12,8.5
2014-07-09,50,0.8,5,1,8.5,27,12,8.5
2014-07-09,50,1.6,6,1,7.5,27,12,8.5
2014-07-09,50,2.8,6,1,9,27,12,8.5
2014-07-09,50,3.8,7,0.5,7.5,27,12,8.5
2014-07-09,50,5,10,1.5,7,27,12,8.5
2014-07-09,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-09,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-09,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-09,50,6,NA,NA,NA,NA,NA,NA
2014-07-09,50,6.2,30.5,1.5,6.5,27,12,8.5
2014-07-09,50,8,33,2,6.5,27,12,8.5
2014-07-09,50,9,35,1.5,6.5,27,12,8.5
2014-07-09,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-14,50,0.1,5,1,7,30,13,9
2014-07-14,50,0.8,6,1,9,30,13,9
2014-07-14,50,1.6,6,1,7,30,13,9
2014-07-14,50,2.8,6,1,8,30,13,9
2014-07-14,50,3.8,9,1,7,30,13,9
2014-07-14,50,5,10,2,7,30,13,9
2014-07-14,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-14,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-14,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-14,50,6,NA,NA,NA,NA,NA,NA
2014-07-14,50,6.2,39,2,7,30,13,9
2014-07-14,50,8,38,2,7,30,13,9
2014-07-14,50,9,38,2,6,30,13,9
2014-07-14,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-16,50,0.1,2.5,1,10,41,18.5,7
2014-07-16,50,0.8,9,1,7.5,41,18.5,7
2014-07-16,50,1.6,4,2,7,41,18.5,7
2014-07-16,50,2.8,5.5,3,6.5,41,18.5,7
2014-07-16,50,3.8,6.5,2.5,10,41,18.5,7
2014-07-16,50,5,7,3,6.25,41,18.5,7
2014-07-16,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-16,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-16,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-16,50,6,NA,NA,NA,NA,NA,NA
2014-07-16,50,6.2,22.5,3,6,41,18.5,7
2014-07-16,50,8,23.5,2.5,5.5,41,18.5,7
2014-07-16,50,9,24,4,5.5,41,18.5,7
2014-07-16,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-21,50,0.1,0,1,13,52,24,5
2014-07-21,50,0.8,12,1,6,52,24,5
2014-07-21,50,1.6,2,3,7,52,24,5
2014-07-21,50,2.8,5,5,5,52,24,5
2014-07-21,50,3.8,4,4,13,52,24,5
2014-07-21,50,5,4,4,5.5,52,24,5
2014-07-21,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-21,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-21,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-21,50,6,NA,NA,NA,NA,NA,NA
2014-07-21,50,6.2,6,4,5,52,24,5
2014-07-21,50,8,9,3,4,52,24,5
2014-07-21,50,9,10,6,5,52,24,5
2014-07-21,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-23,50,0.1,7.5,1.5,9.5,43,16,6
2014-07-23,50,0.8,12,2,6.5,43,16,6
2014-07-23,50,1.6,3.5,3,6.5,43,16,6
2014-07-23,50,2.8,3,4,5,43,16,6
2014-07-23,50,3.8,5,3,9,43,16,6
2014-07-23,50,5,6,4.5,4.75,43,16,6
2014-07-23,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-23,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-23,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-23,50,6,NA,NA,NA,NA,NA,NA
2014-07-23,50,6.2,10.5,2.5,4.5,43,16,6
2014-07-23,50,8,8.5,3.5,3.5,43,16,6
2014-07-23,50,9,10,5,4.5,43,16,6
2014-07-23,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-28,50,0.1,15,2,6,34,8,7
2014-07-28,50,0.8,12,3,7,34,8,7
2014-07-28,50,1.6,5,3,6,34,8,7
2014-07-28,50,2.8,1,3,5,34,8,7
2014-07-28,50,3.8,6,2,5,34,8,7
2014-07-28,50,5,8,5,4,34,8,7
2014-07-28,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-28,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-28,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-28,50,6,NA,NA,NA,NA,NA,NA
2014-07-28,50,6.2,15,1,4,34,8,7
2014-07-28,50,8,8,4,3,34,8,7
2014-07-28,50,9,10,4,4,34,8,7
2014-07-28,50,9.3,NA,NA,NA,NA,NA,NA
2014-07-30,50,0.1,10.6666666666667,2.33333333333333,5.66666666666667,33.6666666666667,10,7.66666666666667
2014-07-30,50,0.8,9.33333333333333,2.66666666666667,6.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,50,1.6,9.66666666666667,2.33333333333333,6,33.6666666666667,10,7.66666666666667
2014-07-30,50,2.8,2,3,5.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,50,3.8,6,2.66666666666667,5,33.6666666666667,10,7.66666666666667
2014-07-30,50,5,10,5,4.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,50,5.2,NA,NA,NA,NA,NA,NA
2014-07-30,50,5.5,NA,NA,NA,NA,NA,NA
2014-07-30,50,5.8,NA,NA,NA,NA,NA,NA
2014-07-30,50,6,NA,NA,NA,NA,NA,NA
2014-07-30,50,6.2,10.6666666666667,1,3.66666666666667,33.6666666666667,10,7.66666666666667
2014-07-30,50,8,13.6666666666667,4.33333333333333,3.33333333333333,33.6666666666667,10,7.66666666666667
2014-07-30,50,9,37,2.66666666666667,4.66666666666667,33.6666666666667,10,7.66666666666667
2014-07-30,50,9.3,NA,NA,NA,NA,NA,NA
2014-08-02,50,0.1,6.33333333333333,2.66666666666667,5.33333333333333,33.3333333333333,12,8.33333333333333
2014-08-02,50,0.8,6.66666666666667,2.33333333333333,5.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,50,1.6,14.3333333333333,1.66666666666667,6,33.3333333333333,12,8.33333333333333
2014-08-02,50,2.8,3,3,5.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,50,3.8,6,3.33333333333333,5,33.3333333333333,12,8.33333333333333
2014-08-02,50,5,12,5,4.66666666666667,33.3333333333333,12,8.33333333333333
2014-08-02,50,5.2,NA,NA,NA,NA,NA,NA
2014-08-02,50,5.5,NA,NA,NA,NA,NA,NA
2014-08-02,50,5.8,NA,NA,NA,NA,NA,NA
2014-08-02,50,6,NA,NA,NA,NA,NA,NA
2014-08-02,50,6.2,6.33333333333333,1,3.33333333333333,33.3333333333333,12,8.33333333333333
