"Date","Site","Depth","DOC_interp","DOCinf_interp"
2014-09-22,50,5.5,NA,NA
2014-09-22,50,5.8,NA,NA
2014-09-22,50,6,NA,NA
2014-09-22,50,6.2,NA,1.9
2014-09-22,50,8,NA,1.9
2014-09-22,50,9,1.7,1.9
2014-09-22,50,9.3,NA,NA
2014-09-29,50,0.1,2.4,1.7
2014-09-29,50,0.8,NA,1.7
2014-09-29,50,1.6,NA,1.7
2014-09-29,50,2.8,NA,1.7
2014-09-29,50,3.8,NA,1.7
2014-09-29,50,5,2.4,1.7
2014-09-29,50,5.2,NA,NA
2014-09-29,50,5.5,NA,NA
2014-09-29,50,5.8,NA,NA
2014-09-29,50,6,NA,NA
2014-09-29,50,6.2,NA,1.7
2014-09-29,50,8,NA,1.7
2014-09-29,50,9,2.1,1.7
2014-09-29,50,9.3,NA,NA
2014-10-04,50,0.1,2.5,2.23333333333333
2014-10-04,50,0.8,NA,2.23333333333333
2014-10-04,50,1.6,NA,2.23333333333333
2014-10-04,50,2.8,NA,2.23333333333333
2014-10-04,50,3.8,NA,2.23333333333333
2014-10-04,50,5,2.43333333333333,2.23333333333333
2014-10-04,50,5.2,NA,NA
2014-10-04,50,5.5,NA,NA
2014-10-04,50,5.8,NA,NA
2014-10-04,50,6,NA,NA
2014-10-04,50,6.2,NA,2.23333333333333
2014-10-04,50,8,NA,2.23333333333333
2014-10-04,50,9,2.1,2.23333333333333
2014-10-04,50,9.3,NA,NA
2014-10-10,50,0.1,2.6,2.76666666666667
2014-10-10,50,0.8,NA,2.76666666666667
2014-10-10,50,1.6,NA,2.76666666666667
2014-10-10,50,2.8,NA,2.76666666666667
2014-10-10,50,3.8,NA,2.76666666666667
2014-10-10,50,5,2.46666666666667,2.76666666666667
2014-10-10,50,5.2,NA,NA
2014-10-10,50,5.5,NA,NA
2014-10-10,50,5.8,NA,NA
2014-10-10,50,6,NA,NA
2014-10-10,50,6.2,NA,2.76666666666667
2014-10-10,50,8,NA,2.76666666666667
2014-10-10,50,9,2.1,2.76666666666667
2014-10-10,50,9.3,NA,NA
2014-10-15,50,0.1,2.7,3.3
2014-10-15,50,0.8,NA,3.3
2014-10-15,50,1.6,NA,3.3
2014-10-15,50,2.8,NA,3.3
2014-10-15,50,3.8,NA,3.3
2014-10-15,50,5,2.5,3.3
2014-10-15,50,5.2,NA,NA
2014-10-15,50,5.5,NA,NA
2014-10-15,50,5.8,NA,NA
2014-10-15,50,6,NA,NA
2014-10-15,50,6.2,NA,3.3
2014-10-15,50,8,NA,3.3
2014-10-15,50,9,2.1,3.3
2014-10-15,50,9.3,NA,NA
2014-10-23,50,0.1,2.1,1.7
2014-10-23,50,0.8,NA,1.7
2014-10-23,50,1.6,NA,1.7
2014-10-23,50,2.8,NA,1.7
2014-10-23,50,3.8,NA,1.7
2014-10-23,50,5,2.3,1.7
2014-10-23,50,5.2,NA,NA
2014-10-23,50,5.5,NA,NA
2014-10-23,50,5.8,NA,NA
2014-10-23,50,6,NA,NA
2014-10-23,50,6.2,NA,1.7
2014-10-23,50,8,NA,1.7
2014-10-23,50,9,2.2,1.7
2014-10-23,50,9.3,NA,NA
2014-10-30,50,0.1,2.25,2.5
2014-10-30,50,0.8,NA,2.5
2014-10-30,50,1.6,NA,2.5
2014-10-30,50,2.8,NA,2.5
2014-10-30,50,3.8,NA,2.5
2014-10-30,50,5,2.3,2.5
2014-10-30,50,5.2,NA,NA
2014-10-30,50,5.5,NA,NA
2014-10-30,50,5.8,NA,NA
2014-10-30,50,6,NA,NA
2014-10-30,50,6.2,NA,2.5
2014-10-30,50,8,NA,2.5
2014-10-30,50,9,2.8,2.5
2014-10-30,50,9.3,NA,NA
2014-11-10,50,0.1,2.4,3.3
2014-11-10,50,0.8,NA,3.3
2014-11-10,50,1.6,NA,3.3
2014-11-10,50,2.8,NA,3.3
2014-11-10,50,3.8,NA,3.3
2014-11-10,50,5,2.3,3.3
2014-11-10,50,5.2,NA,NA
2014-11-10,50,5.5,NA,NA
2014-11-10,50,5.8,NA,NA
2014-11-10,50,6,NA,NA
2014-11-10,50,6.2,NA,3.3
2014-11-10,50,8,NA,3.3
2014-11-10,50,9,3.4,3.3
2014-11-10,50,9.3,NA,NA
2014-12-10,50,0.1,2.34,2.8
2014-12-10,50,0.8,NA,3.03333333333333
2014-12-10,50,1.6,NA,2.9
2014-12-10,50,2.8,NA,3.03333333333333
2014-12-10,50,3.8,NA,2.8
2014-12-10,50,5,2.2,2.8
2014-12-10,50,5.2,NA,NA
2014-12-10,50,5.5,NA,NA
2014-12-10,50,5.8,NA,NA
2014-12-10,50,6,NA,NA
2014-12-10,50,6.2,NA,2.8
2014-12-10,50,8,NA,2.8
2014-12-10,50,9,3.025,2.8
2014-12-10,50,9.3,NA,NA
2015-03-01,50,0.1,2.28,2.3
2015-03-01,50,0.8,NA,2.76666666666667
2015-03-01,50,1.6,NA,2.5
2015-03-01,50,2.8,NA,2.76666666666667
2015-03-01,50,3.8,NA,2.3
2015-03-01,50,5,2.1,2.3
2015-03-01,50,5.2,NA,NA
2015-03-01,50,5.5,NA,NA
2015-03-01,50,5.8,NA,NA
2015-03-01,50,6,NA,NA
2015-03-01,50,6.2,NA,2.3
2015-03-01,50,8,NA,2.3
2015-03-01,50,9,2.65,2.3
2015-03-01,50,9.3,NA,NA
2015-03-16,50,0.1,2.22,1.8
2015-03-16,50,0.8,NA,2.5
2015-03-16,50,1.6,NA,2.1
2015-03-16,50,2.8,NA,2.5
2015-03-16,50,3.8,NA,1.8
2015-03-16,50,5,2,1.8
2015-03-16,50,5.2,NA,NA
2015-03-16,50,5.5,NA,NA
2015-03-16,50,5.8,NA,NA
2015-03-16,50,6,NA,NA
2015-03-16,50,6.2,NA,1.8
2015-03-16,50,8,NA,1.8
2015-03-16,50,9,2.275,1.8
2015-03-16,50,9.3,NA,NA
2015-03-31,50,0.1,2.16,1.7
2015-03-31,50,0.8,NA,2.23333333333333
2015-03-31,50,1.6,2.1,1.7
2015-03-31,50,2.8,NA,2.23333333333333
2015-03-31,50,3.8,2.1,1.7
2015-03-31,50,5,1.9,1.7
2015-03-31,50,5.2,NA,NA
2015-03-31,50,5.5,NA,NA
2015-03-31,50,5.8,NA,NA
2015-03-31,50,6,NA,NA
2015-03-31,50,6.2,1.9,1.7
2015-03-31,50,8,4.1,1.7
2015-03-31,50,9,1.9,1.7
2015-03-31,50,9.3,NA,NA
2015-04-07,50,0.1,2.1,1.7
2015-04-07,50,0.8,NA,1.96666666666667
2015-04-07,50,1.6,1.7,1.7
2015-04-07,50,2.8,NA,1.96666666666667
2015-04-07,50,3.8,2.1,1.7
2015-04-07,50,5,1.8,1.7
2015-04-07,50,5.2,NA,NA
2015-04-07,50,5.5,NA,NA
2015-04-07,50,5.8,NA,NA
2015-04-07,50,6,NA,NA
2015-04-07,50,6.2,1.7,1.7
2015-04-07,50,8,2.9,1.7
2015-04-07,50,9,1.9,1.7
2015-04-07,50,9.3,NA,NA
2015-04-13,50,0.1,1.7,1.7
2015-04-13,50,0.8,NA,1.7
2015-04-13,50,1.6,2,1.7
2015-04-13,50,2.8,NA,1.7
2015-04-13,50,3.8,1.9,1.7
2015-04-13,50,5,1.9,1.7
2015-04-13,50,5.2,NA,NA
2015-04-13,50,5.5,NA,NA
2015-04-13,50,5.8,NA,NA
2015-04-13,50,6,NA,NA
2015-04-13,50,6.2,1.9,1.7
2015-04-13,50,8,1.7,1.7
2015-04-13,50,9,1.7,1.7
2015-04-13,50,9.3,NA,NA
2015-04-16,50,0.1,1.86666666666667,1.7
2015-04-16,50,0.8,NA,1.8
2015-04-16,50,1.6,2,1.7
2015-04-16,50,2.8,NA,1.7
2015-04-16,50,3.8,1.86666666666667,1.7
2015-04-16,50,5,1.86666666666667,1.7
2015-04-16,50,5.2,NA,NA
2015-04-16,50,5.5,NA,NA
2015-04-16,50,5.8,NA,NA
2015-04-16,50,6,NA,NA
2015-04-16,50,6.2,1.9,1.7
2015-04-16,50,8,1.7,1.7
2015-04-16,50,9,1.73333333333333,1.7
2015-04-16,50,9.3,NA,NA
2015-04-19,50,0.1,2.03333333333333,1.7
2015-04-19,50,0.8,NA,1.9
2015-04-19,50,1.6,2,1.7
2015-04-19,50,2.8,NA,1.7
2015-04-19,50,3.8,1.83333333333333,1.7
2015-04-19,50,5,1.83333333333333,1.7
2015-04-19,50,5.2,NA,NA
2015-04-19,50,5.5,NA,NA
2015-04-19,50,5.8,NA,NA
2015-04-19,50,6,NA,NA
2015-04-19,50,6.2,1.9,1.7
2015-04-19,50,8,1.7,1.7
2015-04-19,50,9,1.76666666666667,1.7
2015-04-19,50,9.3,NA,NA
2015-04-21,50,0.1,2.2,1.7
2015-04-21,50,0.8,NA,2
2015-04-21,50,1.6,2,1.7
2015-04-21,50,2.8,NA,1.7
2015-04-21,50,3.8,1.8,1.7
2015-04-21,50,5,1.8,1.7
2015-04-21,50,5.2,NA,NA
2015-04-21,50,5.5,NA,NA
2015-04-21,50,5.8,NA,NA
2015-04-21,50,6,NA,NA
2015-04-21,50,6.2,1.9,1.7
2015-04-21,50,8,1.7,1.7
2015-04-21,50,9,1.8,1.7
2015-04-21,50,9.3,NA,NA
2015-04-25,50,0.1,2.05,1.95
2015-04-25,50,0.8,NA,2.1
2015-04-25,50,1.6,1.95,1.95
2015-04-25,50,2.8,NA,1.95
2015-04-25,50,3.8,1.95,1.95
2015-04-25,50,5,1.85,1.95
2015-04-25,50,5.2,NA,NA
2015-04-25,50,5.5,NA,NA
2015-04-25,50,5.8,NA,NA
2015-04-25,50,6,NA,NA
2015-04-25,50,6.2,2.1,1.95
2015-04-25,50,8,2.05,1.95
2015-04-25,50,9,1.75,1.95
2015-04-25,50,9.3,NA,NA
2015-04-28,50,0.1,1.9,2.2
2015-04-28,50,0.8,NA,2.2
2015-04-28,50,1.6,1.9,2.2
2015-04-28,50,2.8,NA,2.2
2015-04-28,50,3.8,2.1,2.2
2015-04-28,50,5,1.9,2.2
2015-04-28,50,5.2,NA,NA
2015-04-28,50,5.5,NA,NA
2015-04-28,50,5.8,NA,NA
2015-04-28,50,6,NA,NA
2015-04-28,50,6.2,2.3,2.2
2015-04-28,50,8,2.4,2.2
2015-04-28,50,9,1.7,2.2
2015-04-28,50,9.3,NA,NA
2015-05-01,50,0.1,1.9,2.1
2015-05-01,50,0.8,NA,2.1
2015-05-01,50,1.6,2.1,2.1
2015-05-01,50,2.8,NA,2.1
2015-05-01,50,3.8,2.15,2.1
2015-05-01,50,5,2.45,2.1
2015-05-01,50,5.2,NA,NA
2015-05-01,50,5.5,NA,NA
2015-05-01,50,5.8,NA,NA
2015-05-01,50,6,NA,NA
2015-05-01,50,6.2,2.2,2.1
2015-05-01,50,8,2.3,2.1
2015-05-01,50,9,1.9,2.1
2015-05-01,50,9.3,NA,NA
2015-05-05,50,0.1,1.9,2
2015-05-05,50,0.8,NA,2
2015-05-05,50,1.6,2.3,2
2015-05-05,50,2.8,NA,2
2015-05-05,50,3.8,2.2,2
2015-05-05,50,5,3,2
2015-05-05,50,5.2,NA,NA
2015-05-05,50,5.5,NA,NA
2015-05-05,50,5.8,NA,NA
2015-05-05,50,6,NA,NA
2015-05-05,50,6.2,2.1,2
2015-05-05,50,8,2.2,2
2015-05-05,50,9,2.1,2
2015-05-05,50,9.3,NA,NA
2015-05-07,50,0.1,1.9,1.9
2015-05-07,50,0.8,NA,NA
2015-05-07,50,1.6,2.35,1.9
2015-05-07,50,2.8,NA,NA
2015-05-07,50,3.8,2.15,1.9
2015-05-07,50,5,2.8,1.9
2015-05-07,50,5.2,NA,NA
2015-05-07,50,5.5,NA,NA
2015-05-07,50,5.8,NA,NA
2015-05-07,50,6,NA,NA
2015-05-07,50,6.2,2.2,1.9
2015-05-07,50,8,2.1,1.9
2015-05-07,50,9,2.15,1.9
2015-05-07,50,9.3,NA,NA
2015-05-11,50,0.1,1.9,1.8
2015-05-11,50,0.8,NA,NA
2015-05-11,50,1.6,2.4,1.8
2015-05-11,50,2.8,NA,NA
2015-05-11,50,3.8,2.1,1.8
2015-05-11,50,5,2.6,1.8
2015-05-11,50,5.2,NA,NA
2015-05-11,50,5.5,NA,NA
2015-05-11,50,5.8,NA,NA
2015-05-11,50,6,NA,NA
2015-05-11,50,6.2,2.3,1.8
2015-05-11,50,8,2,1.8
2015-05-11,50,9,2.2,1.8
2015-05-11,50,9.3,NA,NA
2015-05-14,50,0.1,1.95,1.7
2015-05-14,50,0.8,NA,NA
2015-05-14,50,1.6,2.9,1.7
2015-05-14,50,2.8,NA,NA
2015-05-14,50,3.8,2.1,1.7
2015-05-14,50,5,2.4,1.7
2015-05-14,50,5.2,NA,NA
2015-05-14,50,5.5,NA,NA
2015-05-14,50,5.8,NA,NA
2015-05-14,50,6,NA,NA
2015-05-14,50,6.2,3.05,1.7
2015-05-14,50,8,2.05,1.7
2015-05-14,50,9,2.65,1.7
2015-05-14,50,9.3,NA,NA
2015-05-18,50,0.1,2,1.6
2015-05-18,50,0.8,NA,NA
2015-05-18,50,1.6,3.4,1.6
2015-05-18,50,2.8,NA,NA
2015-05-18,50,3.8,2.1,1.6
2015-05-18,50,5,2.2,1.6
2015-05-18,50,5.2,NA,NA
2015-05-18,50,5.5,NA,NA
2015-05-18,50,5.8,NA,NA
2015-05-18,50,6,NA,NA
2015-05-18,50,6.2,3.8,1.6
2015-05-18,50,8,2.1,1.6
2015-05-18,50,9,3.1,1.6
2015-05-18,50,9.3,NA,NA
2015-05-21,50,0.1,2.15,1.5
2015-05-21,50,0.8,NA,NA
2015-05-21,50,1.6,2.8,1.5
2015-05-21,50,2.8,NA,NA
2015-05-21,50,3.8,2,1.5
2015-05-21,50,5,2.1,1.5
2015-05-21,50,5.2,NA,NA
2015-05-21,50,5.5,NA,NA
2015-05-21,50,5.8,NA,NA
2015-05-21,50,6,NA,NA
2015-05-21,50,6.2,2.8,1.5
2015-05-21,50,8,2.05,1.5
2015-05-21,50,9,2.45,1.5
2015-05-21,50,9.3,NA,NA
2015-05-25,50,0.1,2.3,1.4
2015-05-25,50,0.8,NA,NA
2015-05-25,50,1.6,2.2,1.4
2015-05-25,50,2.8,NA,NA
2015-05-25,50,3.8,1.9,1.4
2015-05-25,50,5,2,1.4
2015-05-25,50,5.2,NA,NA
2015-05-25,50,5.5,NA,NA
2015-05-25,50,5.8,NA,NA
2015-05-25,50,6,NA,NA
2015-05-25,50,6.2,1.8,1.4
2015-05-25,50,8,2,1.4
2015-05-25,50,9,1.8,1.4
2015-05-25,50,9.3,NA,NA
2015-05-28,50,0.1,2.3,1.5
2015-05-28,50,0.8,NA,NA
2015-05-28,50,1.6,2.25,1.5
2015-05-28,50,2.8,NA,NA
2015-05-28,50,3.8,2.05,1.5
2015-05-28,50,5,6.3,1.5
2015-05-28,50,5.2,NA,NA
2015-05-28,50,5.5,NA,NA
2015-05-28,50,5.8,NA,NA
2015-05-28,50,6,NA,NA
2015-05-28,50,6.2,2.1,1.5
2015-05-28,50,8,2,1.5
2015-05-28,50,9,2.05,1.5
2015-05-28,50,9.3,NA,NA
2015-06-08,50,0.1,2.3,1.6
2015-06-08,50,0.8,NA,NA
2015-06-08,50,1.6,2.3,1.6
2015-06-08,50,2.8,NA,NA
2015-06-08,50,3.8,2.2,1.6
2015-06-08,50,5,10.6,1.6
2015-06-08,50,5.2,NA,NA
2015-06-08,50,5.5,NA,NA
2015-06-08,50,5.8,NA,NA
2015-06-08,50,6,NA,NA
2015-06-08,50,6.2,2.4,1.6
2015-06-08,50,8,2,1.6
2015-06-08,50,9,2.3,1.6
2015-06-08,50,9.3,NA,NA
2015-06-11,50,0.1,2.25,1.64
2015-06-11,50,0.8,NA,NA
2015-06-11,50,1.6,2.46,1.64
2015-06-11,50,2.8,NA,NA
2015-06-11,50,3.8,2.24,1.64
2015-06-11,50,5,6.3,1.64
2015-06-11,50,5.2,NA,NA
2015-06-11,50,5.5,NA,NA
2015-06-11,50,5.8,NA,NA
2015-06-11,50,6,NA,NA
2015-06-11,50,6.2,2.3,1.64
2015-06-11,50,8,2.05,1.64
2015-06-11,50,9,2.25,1.64
2015-06-11,50,9.3,NA,NA
2015-06-15,50,0.1,2.2,1.68
2015-06-15,50,0.8,NA,NA
2015-06-15,50,1.6,2.62,1.68
2015-06-15,50,2.8,NA,NA
2015-06-15,50,3.8,2.28,1.68
2015-06-15,50,5,2,1.68
2015-06-15,50,5.2,NA,NA
2015-06-15,50,5.5,NA,NA
2015-06-15,50,5.8,NA,NA
2015-06-15,50,6,NA,NA
2015-06-15,50,6.2,2.2,1.68
2015-06-15,50,8,2.1,1.68
2015-06-15,50,9,2.2,1.68
2015-06-15,50,9.3,NA,NA
2015-06-18,50,0.1,2.43333333333333,1.72
2015-06-18,50,0.8,NA,NA
2015-06-18,50,1.6,2.78,1.72
2015-06-18,50,2.8,NA,NA
2015-06-18,50,3.8,2.32,1.72
2015-06-18,50,5,2.43333333333333,1.72
2015-06-18,50,5.2,NA,NA
2015-06-18,50,5.5,NA,NA
2015-06-18,50,5.8,NA,NA
2015-06-18,50,6,NA,NA
2015-06-18,50,6.2,2.225,1.72
2015-06-18,50,8,2.13333333333333,1.72
2015-06-18,50,9,2.16666666666667,1.72
2015-06-18,50,9.3,NA,NA
2015-06-19,50,0.1,2.66666666666667,1.76
2015-06-19,50,0.8,NA,NA
2015-06-19,50,1.6,2.94,1.76
2015-06-19,50,2.8,NA,NA
2015-06-19,50,3.8,2.36,1.76
2015-06-19,50,5,2.86666666666667,1.76
2015-06-19,50,5.2,NA,NA
2015-06-19,50,5.5,NA,NA
2015-06-19,50,5.8,NA,NA
2015-06-19,50,6,NA,NA
2015-06-19,50,6.2,2.25,1.76
2015-06-19,50,8,2.16666666666667,1.76
2015-06-19,50,9,2.13333333333333,1.76
2015-06-19,50,9.3,NA,NA
2015-06-22,50,0.1,2.9,1.8
2015-06-22,50,0.8,NA,NA
2015-06-22,50,1.6,3.1,1.8
2015-06-22,50,2.8,NA,NA
2015-06-22,50,3.8,2.4,1.8
2015-06-22,50,5,3.3,1.8
2015-06-22,50,5.2,NA,NA
2015-06-22,50,5.5,NA,NA
2015-06-22,50,5.8,NA,NA
2015-06-22,50,6,NA,NA
2015-06-22,50,6.2,2.275,1.8
2015-06-22,50,8,2.2,1.8
2015-06-22,50,9,2.1,1.8
2015-06-22,50,9.3,NA,NA
2015-06-23,50,0.1,2.76666666666667,1.84
2015-06-23,50,0.8,NA,NA
2015-06-23,50,1.6,2.9,1.84
2015-06-23,50,2.8,NA,NA
2015-06-23,50,3.8,2.44,1.84
2015-06-23,50,5,3.63333333333333,1.84
2015-06-23,50,5.2,NA,NA
2015-06-23,50,5.5,NA,NA
2015-06-23,50,5.8,NA,NA
2015-06-23,50,6,NA,NA
2015-06-23,50,6.2,2.3,1.84
2015-06-23,50,8,2.23333333333333,1.84
2015-06-23,50,9,2.13333333333333,1.84
2015-06-23,50,9.3,NA,NA
2015-06-25,50,0.1,2.63333333333333,1.88
2015-06-25,50,0.8,NA,NA
2015-06-25,50,1.6,2.7,1.88
2015-06-25,50,2.8,NA,NA
2015-06-25,50,3.8,2.48,1.88
2015-06-25,50,5,3.96666666666667,1.88
2015-06-25,50,5.2,NA,NA
2015-06-25,50,5.5,NA,NA
2015-06-25,50,5.8,NA,NA
2015-06-25,50,6,NA,NA
2015-06-25,50,6.2,2.325,1.88
2015-06-25,50,8,2.26666666666667,1.88
2015-06-25,50,9,2.16666666666667,1.88
2015-06-25,50,9.3,NA,NA
2015-06-29,50,0.1,2.5,1.92
2015-06-29,50,0.8,NA,NA
2015-06-29,50,1.6,2.5,1.92
2015-06-29,50,2.8,NA,NA
2015-06-29,50,3.8,2.52,1.92
2015-06-29,50,5,4.3,1.92
2015-06-29,50,5.2,NA,NA
2015-06-29,50,5.5,NA,NA
2015-06-29,50,5.8,NA,NA
2015-06-29,50,6,NA,NA
2015-06-29,50,6.2,2.35,1.92
2015-06-29,50,8,2.3,1.92
2015-06-29,50,9,2.2,1.92
2015-06-29,50,9.3,NA,NA
2015-07-02,50,0.1,2.7,1.96
2015-07-02,50,0.8,NA,NA
2015-07-02,50,1.6,2.7,1.96
2015-07-02,50,2.8,NA,NA
2015-07-02,50,3.8,2.56,1.96
2015-07-02,50,5,3.85,1.96
2015-07-02,50,5.2,NA,NA
2015-07-02,50,5.5,NA,NA
2015-07-02,50,5.8,NA,NA
2015-07-02,50,6,NA,NA
2015-07-02,50,6.2,2.375,1.96
2015-07-02,50,8,3.05,1.96
2015-07-02,50,9,2.25,1.96
2015-07-02,50,9.3,NA,NA
2015-07-06,50,0.1,2.9,2
2015-07-06,50,0.8,NA,NA
2015-07-06,50,1.6,2.9,2
2015-07-06,50,2.8,NA,NA
2015-07-06,50,3.8,2.6,2
2015-07-06,50,5,3.4,2
2015-07-06,50,5.2,NA,NA
2015-07-06,50,5.5,NA,NA
2015-07-06,50,5.8,NA,NA
2015-07-06,50,6,NA,NA
2015-07-06,50,6.2,2.4,2
2015-07-06,50,8,3.8,2
2015-07-06,50,9,2.3,2
2015-07-06,50,9.3,NA,NA
2015-07-09,50,0.1,5.25,2.6
2015-07-09,50,0.8,NA,NA
2015-07-09,50,1.6,3.5,2.6
2015-07-09,50,2.8,NA,NA
2015-07-09,50,3.8,2.75,2.6
2015-07-09,50,5,2.95,2.6
2015-07-09,50,5.2,NA,NA
2015-07-09,50,5.5,NA,NA
2015-07-09,50,5.8,NA,NA
2015-07-09,50,6,NA,NA
2015-07-09,50,6.2,2.35,2.6
2015-07-09,50,8,2.9,2.6
2015-07-09,50,9,2.4,2.6
2015-07-09,50,9.3,NA,NA
2015-07-13,50,0.1,7.6,3.2
2015-07-13,50,0.8,NA,NA
2015-07-13,50,1.6,4.1,3.2
2015-07-13,50,2.8,NA,NA
2015-07-13,50,3.8,2.9,3.2
2015-07-13,50,5,2.5,3.2
2015-07-13,50,5.2,NA,NA
2015-07-13,50,5.5,NA,NA
2015-07-13,50,5.8,NA,NA
2015-07-13,50,6,NA,NA
2015-07-13,50,6.2,2.3,3.2
2015-07-13,50,8,2,3.2
2015-07-13,50,9,2.5,3.2
2015-07-13,50,9.3,NA,NA
2015-07-16,50,0.1,5.45,2.45
2015-07-16,50,0.8,NA,NA
2015-07-16,50,1.6,3.55,2.45
2015-07-16,50,2.8,NA,NA
2015-07-16,50,3.8,2.85,2.45
2015-07-16,50,5,2.35,2.45
2015-07-16,50,5.2,NA,NA
2015-07-16,50,5.5,NA,NA
2015-07-16,50,5.8,NA,NA
2015-07-16,50,6,NA,NA
2015-07-16,50,6.2,2.25,2.45
2015-07-16,50,8,2,2.45
2015-07-16,50,9,2.7,2.45
2015-07-16,50,9.3,NA,NA
2015-07-20,50,0.1,3.3,1.7
2015-07-20,50,0.8,NA,NA
2015-07-20,50,1.6,3,1.7
2015-07-20,50,2.8,NA,NA
2015-07-20,50,3.8,2.8,1.7
2015-07-20,50,5,2.2,1.7
2015-07-20,50,5.2,NA,NA
2015-07-20,50,5.5,NA,NA
2015-07-20,50,5.8,NA,NA
2015-07-20,50,6,NA,NA
2015-07-20,50,6.2,2.2,1.7
2015-07-20,50,8,2,1.7
2015-07-20,50,9,2.9,1.7
2015-07-20,50,9.3,NA,NA
2015-07-23,50,0.1,3.2,1.65
2015-07-23,50,0.8,NA,NA
2015-07-23,50,1.6,2.9,1.65
2015-07-23,50,2.8,NA,NA
2015-07-23,50,3.8,2.9,1.65
2015-07-23,50,5,2.15,1.65
2015-07-23,50,5.2,NA,NA
2015-07-23,50,5.5,NA,NA
2015-07-23,50,5.8,NA,NA
2015-07-23,50,6,NA,NA
2015-07-23,50,6.2,2.05,1.65
2015-07-23,50,8,2.3,1.65
2015-07-23,50,9,2.5,1.65
2015-07-23,50,9.3,NA,NA
2015-07-27,50,0.1,3.1,1.6
2015-07-27,50,0.8,NA,NA
2015-07-27,50,1.6,2.8,1.6
2015-07-27,50,2.8,NA,NA
2015-07-27,50,3.8,3,1.6
2015-07-27,50,5,2.1,1.6
2015-07-27,50,5.2,NA,NA
2015-07-27,50,5.5,NA,NA
2015-07-27,50,5.8,NA,NA
2015-07-27,50,6,NA,NA
2015-07-27,50,6.2,1.9,1.6
2015-07-27,50,8,2.6,1.6
2015-07-27,50,9,2.1,1.6
2015-07-27,50,9.3,NA,NA
2015-07-30,50,0.1,3.05,1.55
2015-07-30,50,0.8,NA,NA
2015-07-30,50,1.6,2.95,1.55
2015-07-30,50,2.8,NA,NA
2015-07-30,50,3.8,3.3,1.55
2015-07-30,50,5,2.35,1.55
2015-07-30,50,5.2,NA,NA
2015-07-30,50,5.5,NA,NA
2015-07-30,50,5.8,NA,NA
2015-07-30,50,6,NA,NA
2015-07-30,50,6.2,2.25,1.55
2015-07-30,50,8,2.55,1.55
2015-07-30,50,9,2.1,1.55
2015-07-30,50,9.3,NA,NA
2015-08-03,50,0.1,3,1.5
2015-08-03,50,0.8,NA,NA
2015-08-03,50,1.6,3.1,1.5
2015-08-03,50,2.8,NA,NA
2015-08-03,50,3.8,3.6,1.5
2015-08-03,50,5,2.6,1.5
2015-08-03,50,5.2,NA,NA
2015-08-03,50,5.5,NA,NA
2015-08-03,50,5.8,NA,NA
2015-08-03,50,6,NA,NA
2015-08-03,50,6.2,2.6,1.5
2015-08-03,50,8,2.5,1.5
2015-08-03,50,9,2.1,1.5
2015-08-03,50,9.3,NA,NA
2015-08-08,50,0.1,3.25,1.5
2015-08-08,50,0.8,NA,NA
2015-08-08,50,1.6,3.25,1.5
2015-08-08,50,2.8,NA,NA
2015-08-08,50,3.8,3.475,1.5
2015-08-08,50,5,2.55,1.5
2015-08-08,50,5.2,NA,NA
2015-08-08,50,5.5,NA,NA
2015-08-08,50,5.8,NA,NA
2015-08-08,50,6,NA,NA
2015-08-08,50,6.2,4.75,1.5
2015-08-08,50,8,2.475,1.5
2015-08-08,50,9,2.075,1.5
2015-08-08,50,9.3,NA,NA
2015-08-15,50,0.1,3.5,1.5
2015-08-15,50,0.8,NA,NA
2015-08-15,50,1.6,3.4,1.5
2015-08-15,50,2.8,NA,NA
2015-08-15,50,3.8,3.35,1.5
2015-08-15,50,5,2.5,1.5
2015-08-15,50,5.2,NA,NA
2015-08-15,50,5.5,NA,NA
2015-08-15,50,5.8,NA,NA
2015-08-15,50,6,NA,NA
2015-08-15,50,6.2,6.9,1.5
2015-08-15,50,8,2.45,1.5
2015-08-15,50,9,2.05,1.5
2015-08-15,50,9.3,NA,NA
2015-08-22,50,0.1,3.75,1.5
2015-08-22,50,0.8,NA,NA
2015-08-22,50,1.6,3.55,1.5
2015-08-22,50,2.8,NA,NA
2015-08-22,50,3.8,3.225,1.5
2015-08-22,50,5,2.45,1.5
2015-08-22,50,5.2,NA,NA
2015-08-22,50,5.5,NA,NA
2015-08-22,50,5.8,NA,NA
2015-08-22,50,6,NA,NA
2015-08-22,50,6.2,9.05,1.5
2015-08-22,50,8,2.425,1.5
2015-08-22,50,9,2.025,1.5
2015-08-22,50,9.3,NA,NA
2015-08-31,50,0.1,4,1.5
2015-08-31,50,0.8,NA,NA
2015-08-31,50,1.6,3.7,1.5
2015-08-31,50,2.8,NA,NA
2015-08-31,50,3.8,3.1,1.5
2015-08-31,50,5,2.4,1.5
2015-08-31,50,5.2,NA,NA
2015-08-31,50,5.5,NA,NA
2015-08-31,50,5.8,NA,NA
2015-08-31,50,6,NA,NA
2015-08-31,50,6.2,11.2,1.5
2015-08-31,50,8,2.4,1.5
2015-08-31,50,9,2,1.5
2015-08-31,50,9.3,NA,NA
2015-09-04,50,0.1,3.8,1.5
2015-09-04,50,0.8,NA,NA
2015-09-04,50,1.6,3.65,1.5
2015-09-04,50,2.8,NA,NA
2015-09-04,50,3.8,3.25,1.5
