"Date","Site","Depth","TNinf_interp"
2016-05-30,50,6.2,208
2016-05-30,50,6.2,222
2016-05-30,50,6.2,222
2016-05-30,50,8,208
2016-05-30,50,8,208
2016-05-30,50,8,222
2016-05-30,50,8,222
2016-05-30,50,8,208
2016-05-30,50,8,208
2016-05-30,50,8,222
2016-05-30,50,8,222
2016-05-30,50,9,208
2016-05-30,50,9,208
2016-05-30,50,9,222
2016-05-30,50,9,222
2016-05-30,50,9,208
2016-05-30,50,9,208
2016-05-30,50,9,222
2016-05-30,50,9,222
2016-05-30,50,9.3,NA
2016-05-30,50,9.3,NA
2016-05-31,50,0.1,167
2016-05-31,50,0.8,NA
2016-05-31,50,1.6,167
2016-05-31,50,2.8,NA
2016-05-31,50,3.8,167
2016-05-31,50,5,167
2016-05-31,50,5.2,NA
2016-05-31,50,5.5,NA
2016-05-31,50,5.8,NA
2016-05-31,50,6,NA
2016-05-31,50,6.2,167
2016-05-31,50,8,167
2016-05-31,50,9,167
2016-05-31,50,9.3,NA
2016-06-01,50,0.1,176.5
2016-06-01,50,0.8,NA
2016-06-01,50,1.6,176.5
2016-06-01,50,2.8,NA
2016-06-01,50,3.8,176.5
2016-06-01,50,5,176.5
2016-06-01,50,5.2,NA
2016-06-01,50,5.5,NA
2016-06-01,50,5.8,NA
2016-06-01,50,6,NA
2016-06-01,50,6.2,176.5
2016-06-01,50,8,176.5
2016-06-01,50,9,176.5
2016-06-01,50,9.3,NA
2016-06-02,50,0.1,186
2016-06-02,50,0.8,NA
2016-06-02,50,1.6,186
2016-06-02,50,2.8,NA
2016-06-02,50,3.8,186
2016-06-02,50,5,186
2016-06-02,50,5.2,NA
2016-06-02,50,5.5,NA
2016-06-02,50,5.8,NA
2016-06-02,50,6,NA
2016-06-02,50,6.2,186
2016-06-02,50,8,186
2016-06-02,50,9,186
2016-06-02,50,9.3,NA
2016-06-03,50,0.1,195.5
2016-06-03,50,0.8,NA
2016-06-03,50,1.6,195.5
2016-06-03,50,2.8,NA
2016-06-03,50,3.8,195.5
2016-06-03,50,5,195.5
2016-06-03,50,5.2,NA
2016-06-03,50,5.5,NA
2016-06-03,50,5.8,NA
2016-06-03,50,6,NA
2016-06-03,50,6.2,195.5
2016-06-03,50,8,195.5
2016-06-03,50,9,195.5
2016-06-03,50,9.3,NA
2016-06-06,50,0.1,205
2016-06-06,50,0.8,NA
2016-06-06,50,1.6,205
2016-06-06,50,2.8,NA
2016-06-06,50,3.8,205
2016-06-06,50,5,205
2016-06-06,50,5.2,NA
2016-06-06,50,5.5,NA
2016-06-06,50,5.8,NA
2016-06-06,50,6,NA
2016-06-06,50,6.2,205
2016-06-06,50,8,205
2016-06-06,50,9,205
2016-06-06,50,9.3,NA
2016-06-07,50,0.1,197.75
2016-06-07,50,0.8,NA
2016-06-07,50,1.6,197.75
2016-06-07,50,2.8,NA
2016-06-07,50,3.8,197.75
2016-06-07,50,5,197.75
2016-06-07,50,5.2,NA
2016-06-07,50,5.5,NA
2016-06-07,50,5.8,NA
2016-06-07,50,6,NA
2016-06-07,50,6.2,197.75
2016-06-07,50,8,197.75
2016-06-07,50,9,197.75
2016-06-07,50,9.3,NA
2016-06-08,50,0.1,190.5
2016-06-08,50,0.8,NA
2016-06-08,50,1.6,190.5
2016-06-08,50,2.8,NA
2016-06-08,50,3.8,190.5
2016-06-08,50,5,190.5
2016-06-08,50,5.2,NA
2016-06-08,50,5.5,NA
2016-06-08,50,5.8,NA
2016-06-08,50,6,NA
2016-06-08,50,6.2,190.5
2016-06-08,50,8,190.5
2016-06-08,50,9,190.5
2016-06-08,50,9.3,NA
2016-06-09,50,0.1,183.25
2016-06-09,50,0.8,NA
2016-06-09,50,1.6,183.25
2016-06-09,50,2.8,NA
2016-06-09,50,3.8,183.25
2016-06-09,50,5,183.25
2016-06-09,50,5.2,NA
2016-06-09,50,5.5,NA
2016-06-09,50,5.8,NA
2016-06-09,50,6,NA
2016-06-09,50,6.2,183.25
2016-06-09,50,8,183.25
2016-06-09,50,9,183.25
2016-06-09,50,9.3,NA
2016-06-13,50,0.1,176
2016-06-13,50,0.8,NA
2016-06-13,50,1.6,176
2016-06-13,50,2.8,NA
2016-06-13,50,3.8,176
2016-06-13,50,5,176
2016-06-13,50,5.2,NA
2016-06-13,50,5.5,NA
2016-06-13,50,5.8,NA
2016-06-13,50,6,NA
2016-06-13,50,6.2,176
2016-06-13,50,8,176
2016-06-13,50,9,176
2016-06-13,50,9.3,NA
2016-06-20,50,0.1,254
2016-06-20,50,0.8,NA
2016-06-20,50,1.6,254
2016-06-20,50,2.8,NA
2016-06-20,50,3.8,254
2016-06-20,50,5,254
2016-06-20,50,5.2,NA
2016-06-20,50,5.5,NA
2016-06-20,50,5.8,NA
2016-06-20,50,6,NA
2016-06-20,50,6.2,254
2016-06-20,50,8,254
2016-06-20,50,9,254
2016-06-20,50,9.3,NA
2016-06-23,50,0.1,233
2016-06-23,50,0.8,NA
2016-06-23,50,1.6,233
2016-06-23,50,2.8,NA
2016-06-23,50,3.8,233
2016-06-23,50,5,233
2016-06-23,50,5.2,NA
2016-06-23,50,5.5,NA
2016-06-23,50,5.8,NA
2016-06-23,50,6,NA
2016-06-23,50,6.2,233
2016-06-23,50,8,233
2016-06-23,50,9,233
2016-06-23,50,9.3,NA
2016-06-26,50,0.1,212
2016-06-26,50,0.8,NA
2016-06-26,50,1.6,212
2016-06-26,50,2.8,NA
2016-06-26,50,3.8,212
2016-06-26,50,5,212
2016-06-26,50,5.2,NA
2016-06-26,50,5.5,NA
2016-06-26,50,5.8,NA
2016-06-26,50,6,NA
2016-06-26,50,6.2,212
2016-06-26,50,8,212
2016-06-26,50,9,212
2016-06-26,50,9.3,NA
2016-06-27,50,0.1,191
2016-06-27,50,0.8,NA
2016-06-27,50,1.6,191
2016-06-27,50,2.8,NA
2016-06-27,50,3.8,191
2016-06-27,50,5,191
2016-06-27,50,5.2,NA
2016-06-27,50,5.5,NA
2016-06-27,50,5.8,NA
2016-06-27,50,6,NA
2016-06-27,50,6.2,191
2016-06-27,50,8,191
2016-06-27,50,9,191
2016-06-27,50,9.3,NA
2016-06-28,50,0.1,223
2016-06-28,50,0.8,NA
2016-06-28,50,1.6,223
2016-06-28,50,2.8,NA
2016-06-28,50,3.8,223
2016-06-28,50,5,223
2016-06-28,50,5.2,NA
2016-06-28,50,5.5,NA
2016-06-28,50,5.8,NA
2016-06-28,50,6,NA
2016-06-28,50,6.2,223
2016-06-28,50,8,223
2016-06-28,50,9,223
2016-06-28,50,9.3,NA
2016-06-30,50,0.1,194
2016-06-30,50,0.8,NA
2016-06-30,50,1.6,194
2016-06-30,50,2.8,NA
2016-06-30,50,3.8,194
2016-06-30,50,5,194
2016-06-30,50,5.2,NA
2016-06-30,50,5.5,NA
2016-06-30,50,5.8,NA
2016-06-30,50,6,NA
2016-06-30,50,6.2,194
2016-06-30,50,8,194
2016-06-30,50,9,194
2016-06-30,50,9.3,NA
2016-07-05,50,0.1,179
2016-07-05,50,0.8,NA
2016-07-05,50,1.6,179
2016-07-05,50,2.8,NA
2016-07-05,50,3.8,179
2016-07-05,50,5,179
2016-07-05,50,5.2,NA
2016-07-05,50,5.5,NA
2016-07-05,50,5.8,NA
2016-07-05,50,6,NA
2016-07-05,50,6.2,179
2016-07-05,50,8,179
2016-07-05,50,9,179
2016-07-05,50,9.3,NA
2016-07-07,50,0.1,161.5
2016-07-07,50,0.8,NA
2016-07-07,50,1.6,161.5
2016-07-07,50,2.8,NA
2016-07-07,50,3.8,161.5
2016-07-07,50,5,161.5
2016-07-07,50,5.2,NA
2016-07-07,50,5.5,NA
2016-07-07,50,5.8,NA
2016-07-07,50,6,NA
2016-07-07,50,6.2,161.5
2016-07-07,50,8,161.5
2016-07-07,50,9,161.5
2016-07-07,50,9.3,NA
2016-07-11,50,0.1,144
2016-07-11,50,0.8,NA
2016-07-11,50,1.6,144
2016-07-11,50,2.8,NA
2016-07-11,50,3.8,144
2016-07-11,50,5,144
2016-07-11,50,5.2,NA
2016-07-11,50,5.5,144
2016-07-11,50,5.8,NA
2016-07-11,50,6,NA
2016-07-11,50,6.2,144
2016-07-11,50,8,144
2016-07-11,50,9,144
2016-07-11,50,9.3,NA
2016-07-14,50,0.1,312.5
2016-07-14,50,0.8,NA
2016-07-14,50,1.6,312.5
2016-07-14,50,2.8,NA
2016-07-14,50,3.8,312.5
2016-07-14,50,5,312.5
2016-07-14,50,5.2,NA
2016-07-14,50,5.5,164
2016-07-14,50,5.8,NA
2016-07-14,50,6,NA
2016-07-14,50,6.2,312.5
2016-07-14,50,8,312.5
2016-07-14,50,9,312.5
2016-07-14,50,9.3,NA
2016-07-18,50,0.1,481
2016-07-18,50,0.8,NA
2016-07-18,50,1.6,481
2016-07-18,50,2.8,NA
2016-07-18,50,3.8,481
2016-07-18,50,5,481
2016-07-18,50,5.2,NA
2016-07-18,50,5.5,184
2016-07-18,50,5.8,NA
2016-07-18,50,6,NA
2016-07-18,50,6.2,481
2016-07-18,50,8,481
2016-07-18,50,9,481
2016-07-18,50,9.3,NA
2016-07-21,50,0.1,402
2016-07-21,50,0.8,NA
2016-07-21,50,1.6,402
2016-07-21,50,2.8,NA
2016-07-21,50,3.8,402
2016-07-21,50,5,402
2016-07-21,50,5.2,NA
2016-07-21,50,5.5,204
2016-07-21,50,5.8,NA
2016-07-21,50,6,NA
2016-07-21,50,6.2,402
2016-07-21,50,8,402
2016-07-21,50,9,402
2016-07-21,50,9.3,NA
2016-07-24,50,0.1,323
2016-07-24,50,0.8,NA
2016-07-24,50,1.6,323
2016-07-24,50,2.8,NA
2016-07-24,50,3.8,323
2016-07-24,50,5,323
2016-07-24,50,5.2,NA
2016-07-24,50,5.5,224
2016-07-24,50,5.8,NA
2016-07-24,50,6,NA
2016-07-24,50,6.2,323
2016-07-24,50,8,323
2016-07-24,50,9,323
2016-07-24,50,9.3,NA
2016-07-25,50,0.1,244
2016-07-25,50,0.1,244
2016-07-25,50,0.8,NA
2016-07-25,50,1.6,244
2016-07-25,50,2.8,NA
2016-07-25,50,3.8,244
2016-07-25,50,5,244
2016-07-25,50,5.2,244
2016-07-25,50,5.5,244
2016-07-25,50,5.8,NA
2016-07-25,50,6,NA
2016-07-25,50,6.2,244
2016-07-25,50,8,244
2016-07-25,50,8,244
2016-07-25,50,9,244
2016-07-25,50,9.3,NA
2016-07-26,50,0.1,235.333333333333
2016-07-26,50,0.8,NA
2016-07-26,50,1.6,235.333333333333
2016-07-26,50,2.8,NA
2016-07-26,50,3.8,235.333333333333
2016-07-26,50,5,235.333333333333
2016-07-26,50,5.2,NA
2016-07-26,50,5.5,241.166666666667
2016-07-26,50,5.8,NA
2016-07-26,50,6,NA
2016-07-26,50,6.2,235.333333333333
2016-07-26,50,8,235.333333333333
2016-07-26,50,9,235.333333333333
2016-07-26,50,9.3,NA
2016-07-28,50,0.1,226.666666666667
2016-07-28,50,0.8,NA
2016-07-28,50,1.6,226.666666666667
2016-07-28,50,2.8,NA
2016-07-28,50,3.8,226.666666666667
2016-07-28,50,5,226.666666666667
2016-07-28,50,5.2,NA
2016-07-28,50,5.5,238.333333333333
2016-07-28,50,5.8,NA
2016-07-28,50,6,NA
2016-07-28,50,6.2,226.666666666667
2016-07-28,50,8,226.666666666667
2016-07-28,50,9,226.666666666667
2016-07-28,50,9.3,NA
2016-08-01,50,0.1,218
2016-08-01,50,0.8,NA
2016-08-01,50,1.6,218
2016-08-01,50,2.8,NA
2016-08-01,50,3.8,218
2016-08-01,50,5,218
2016-08-01,50,5.2,NA
2016-08-01,50,5.5,235.5
2016-08-01,50,5.8,218
2016-08-01,50,6,NA
2016-08-01,50,6.2,218
2016-08-01,50,8,218
2016-08-01,50,9,218
2016-08-01,50,9.3,NA
2016-08-08,50,0.1,222
2016-08-08,50,0.8,NA
2016-08-08,50,1.6,222
2016-08-08,50,2.8,NA
2016-08-08,50,3.8,222
2016-08-08,50,5,222
2016-08-08,50,5.2,NA
2016-08-08,50,5.5,232.666666666667
2016-08-08,50,5.8,NA
2016-08-08,50,6,NA
2016-08-08,50,6.2,222
2016-08-08,50,8,222
2016-08-08,50,9,222
2016-08-08,50,9.3,NA
2016-08-11,50,0.1,224.5
2016-08-11,50,0.8,NA
2016-08-11,50,1.6,224.5
2016-08-11,50,2.8,NA
2016-08-11,50,3.8,224.5
2016-08-11,50,5,224.5
2016-08-11,50,5.2,NA
2016-08-11,50,5.5,229.833333333333
2016-08-11,50,5.8,NA
2016-08-11,50,6,NA
2016-08-11,50,6.2,224.5
2016-08-11,50,8,224.5
2016-08-11,50,9,224.5
2016-08-11,50,9.3,NA
2016-08-15,50,0.1,227
2016-08-15,50,0.8,NA
2016-08-15,50,1.6,227
2016-08-15,50,2.8,NA
2016-08-15,50,3.8,227
2016-08-15,50,5,227
2016-08-15,50,5.2,NA
2016-08-15,50,5.5,227
2016-08-15,50,5.8,NA
2016-08-15,50,6,NA
2016-08-15,50,6.2,227
2016-08-15,50,8,227
2016-08-15,50,9,227
2016-08-15,50,9.3,NA
2016-08-18,50,0.1,199.933333333333
2016-08-18,50,0.8,NA
2016-08-18,50,1.6,199.933333333333
2016-08-18,50,2.8,NA
2016-08-18,50,3.8,199.933333333333
2016-08-18,50,5,199.933333333333
2016-08-18,50,5.2,NA
2016-08-18,50,5.5,NA
2016-08-18,50,5.8,NA
2016-08-18,50,6,NA
2016-08-18,50,6.2,199.933333333333
2016-08-18,50,8,199.933333333333
2016-08-18,50,9,199.933333333333
2016-08-18,50,9.3,NA
2016-08-23,50,0.1,172.866666666667
2016-08-23,50,0.8,NA
2016-08-23,50,1.6,172.866666666667
2016-08-23,50,2.8,NA
2016-08-23,50,3.8,172.866666666667
2016-08-23,50,5,172.866666666667
2016-08-23,50,5.2,NA
2016-08-23,50,5.5,NA
2016-08-23,50,5.8,NA
2016-08-23,50,6,NA
2016-08-23,50,6.2,172.866666666667
2016-08-23,50,8,172.866666666667
2016-08-23,50,9,172.866666666667
2016-08-23,50,9.3,NA
2016-08-26,50,0.1,145.8
2016-08-26,50,0.8,NA
2016-08-26,50,1.6,145.8
2016-08-26,50,2.8,NA
2016-08-26,50,3.8,145.8
2016-08-26,50,5,145.8
2016-08-26,50,5.2,NA
2016-08-26,50,5.5,NA
2016-08-26,50,5.8,NA
2016-08-26,50,6,NA
2016-08-26,50,6.2,145.8
2016-08-26,50,8,145.8
2016-08-26,50,9,145.8
2016-08-26,50,9.3,NA
2016-09-02,50,0.1,267
2016-09-02,50,0.8,NA
2016-09-02,50,1.6,267
2016-09-02,50,2.8,NA
2016-09-02,50,3.8,267
2016-09-02,50,5,267
2016-09-02,50,5.2,NA
2016-09-02,50,5.5,NA
2016-09-02,50,5.8,NA
2016-09-02,50,6,NA
2016-09-02,50,6.2,267
2016-09-02,50,8,267
2016-09-02,50,9,267
2016-09-02,50,9.3,NA
2016-09-06,50,0.1,305.5
2016-09-06,50,0.8,NA
2016-09-06,50,1.6,305.5
2016-09-06,50,2.8,NA
2016-09-06,50,3.8,305.5
2016-09-06,50,5,305.5
2016-09-06,50,5.2,NA
2016-09-06,50,5.5,NA
2016-09-06,50,5.8,NA
2016-09-06,50,6,NA
2016-09-06,50,6.2,305.5
2016-09-06,50,8,305.5
2016-09-06,50,9,305.5
2016-09-06,50,9.3,NA
2016-09-09,50,0.1,344
2016-09-09,50,0.8,NA
2016-09-09,50,1.6,344
2016-09-09,50,2.8,NA
2016-09-09,50,3.8,344
2016-09-09,50,5,344
2016-09-09,50,5.2,NA
2016-09-09,50,5.5,NA
2016-09-09,50,5.8,NA
2016-09-09,50,6,NA
2016-09-09,50,6.2,344
2016-09-09,50,8,344
2016-09-09,50,9,344
2016-09-09,50,9.3,NA
2016-09-16,50,0.1,335
2016-09-16,50,0.8,NA
2016-09-16,50,1.6,335
2016-09-16,50,2.8,NA
2016-09-16,50,3.8,335
2016-09-16,50,5,335
2016-09-16,50,5.2,NA
2016-09-16,50,5.5,NA
2016-09-16,50,5.8,NA
2016-09-16,50,6,NA
2016-09-16,50,6.2,335
2016-09-16,50,8,335
2016-09-16,50,9,335
2016-09-16,50,9.3,NA
2016-09-17,50,0.1,326
2016-09-17,50,0.8,NA
2016-09-17,50,1.6,326
2016-09-17,50,2.8,NA
2016-09-17,50,3.8,326
2016-09-17,50,5,326
2016-09-17,50,5.2,NA
2016-09-17,50,5.5,NA
2016-09-17,50,5.8,NA
2016-09-17,50,6,NA
2016-09-17,50,6.2,326
2016-09-17,50,8,326
2016-09-17,50,9,326
2016-09-17,50,9.3,NA
2016-09-22,50,0.1,317
2016-09-22,50,0.8,NA
2016-09-22,50,1.6,317
2016-09-22,50,2.8,NA
2016-09-22,50,3.8,317
2016-09-22,50,5,317
2016-09-22,50,5.2,NA
2016-09-22,50,5.5,NA
2016-09-22,50,5.8,NA
2016-09-22,50,6,NA
2016-09-22,50,6.2,317
2016-09-22,50,8,317
2016-09-22,50,9,317
2016-09-22,50,9.3,NA
2016-09-27,50,0.1,308
2016-09-27,50,0.8,NA
2016-09-27,50,1.6,308
2016-09-27,50,2.8,NA
2016-09-27,50,3.8,308
2016-09-27,50,5,308
2016-09-27,50,5.2,NA
2016-09-27,50,5.5,NA
2016-09-27,50,5.8,NA
2016-09-27,50,6,NA
2016-09-27,50,6.2,308
2016-09-27,50,8,308
2016-09-27,50,9,308
2016-09-27,50,9.3,NA
2016-09-30,50,0.1,299
2016-09-30,50,0.8,NA
2016-09-30,50,1.6,299
2016-09-30,50,2.8,NA
2016-09-30,50,3.8,299
2016-09-30,50,5,299
2016-09-30,50,5.2,NA
2016-09-30,50,5.5,NA
2016-09-30,50,5.8,NA
2016-09-30,50,6,NA
2016-09-30,50,6.2,299
2016-09-30,50,8,299
2016-09-30,50,9,299
2016-09-30,50,9.3,NA
2016-10-05,50,0.1,275.666666666667
2016-10-05,50,0.8,NA
2016-10-05,50,1.6,275.666666666667
2016-10-05,50,2.8,NA
2016-10-05,50,3.8,275.666666666667
2016-10-05,50,5,275.666666666667
2016-10-05,50,5.2,NA
2016-10-05,50,5.5,NA
2016-10-05,50,5.8,NA
2016-10-05,50,6,NA
2016-10-05,50,6.2,275.666666666667
2016-10-05,50,8,275.666666666667
2016-10-05,50,9,275.666666666667
2016-10-05,50,9.3,NA
2016-10-06,50,0.1,252.333333333333
2016-10-06,50,0.8,NA
2016-10-06,50,1.6,252.333333333333
2016-10-06,50,2.8,NA
2016-10-06,50,3.8,252.333333333333
2016-10-06,50,5,252.333333333333
2016-10-06,50,5.2,NA
2016-10-06,50,5.5,NA
2016-10-06,50,5.8,NA
2016-10-06,50,6,NA
2016-10-06,50,6.2,252.333333333333
2016-10-06,50,8,252.333333333333
2016-10-06,50,9,252.333333333333
2016-10-06,50,9.3,NA
2016-10-07,50,0.1,229
2016-10-07,50,0.8,NA
2016-10-07,50,1.6,229
2016-10-07,50,2.8,NA
2016-10-07,50,3.8,229
2016-10-07,50,5,229
2016-10-07,50,5.2,NA
2016-10-07,50,5.5,NA
2016-10-07,50,5.8,NA
2016-10-07,50,6,NA
2016-10-07,50,6.2,229
2016-10-07,50,8,229
2016-10-07,50,9,229
2016-10-07,50,9.3,NA
2016-10-11,50,0.1,205.9
2016-10-11,50,0.8,NA
2016-10-11,50,1.6,205.9
2016-10-11,50,2.8,NA
2016-10-11,50,3.8,205.9
2016-10-11,50,5,205.9
2016-10-11,50,5.2,NA
2016-10-11,50,5.5,NA
2016-10-11,50,5.8,NA
2016-10-11,50,6,NA
2016-10-11,50,6.2,205.9
2016-10-11,50,8,205.9
2016-10-11,50,9,205.9
2016-10-11,50,9.3,NA
2016-10-14,50,0.1,182.8
2016-10-14,50,0.8,NA
2016-10-14,50,1.6,182.8
2016-10-14,50,2.8,NA
2016-10-14,50,3.8,182.8
2016-10-14,50,5,182.8
2016-10-14,50,5.2,NA
2016-10-14,50,5.5,NA
2016-10-14,50,5.8,NA
2016-10-14,50,6,NA
2016-10-14,50,6.2,182.8
2016-10-14,50,8,182.8
2016-10-14,50,9,182.8
2016-10-14,50,9.3,NA
2016-10-20,50,0.1,180.833333333333
2016-10-20,50,0.8,NA
2016-10-20,50,1.6,180.833333333333
2016-10-20,50,2.8,NA
2016-10-20,50,3.8,180.833333333333
2016-10-20,50,5,180.833333333333
2016-10-20,50,5.2,NA
2016-10-20,50,5.5,NA
2016-10-20,50,5.8,NA
2016-10-20,50,6,NA
2016-10-20,50,6.2,180.833333333333
2016-10-20,50,8,180.833333333333
2016-10-20,50,9,180.833333333333
2016-10-20,50,9.3,NA
2016-10-27,50,0.1,178.866666666667
2016-10-27,50,0.8,NA
2016-10-27,50,1.6,178.866666666667
2016-10-27,50,2.8,NA
2016-10-27,50,3.8,178.866666666667
2016-10-27,50,5,178.866666666667
2016-10-27,50,5.2,NA
2016-10-27,50,5.5,NA
2016-10-27,50,5.8,NA
2016-10-27,50,6,NA
2016-10-27,50,6.2,178.866666666667
2016-10-27,50,8,178.866666666667
2016-10-27,50,9,178.866666666667
2016-10-27,50,9.3,NA
2016-10-31,50,0.1,176.9
2016-10-31,50,0.8,NA
2016-10-31,50,1.6,176.9
2016-10-31,50,2.8,NA
2016-10-31,50,3.8,176.9
2016-10-31,50,5,176.9
2016-10-31,50,5.2,NA
2016-10-31,50,5.5,NA
2016-10-31,50,5.8,NA
2016-10-31,50,6,NA
2016-10-31,50,6.2,176.9
2016-10-31,50,8,176.9
2016-10-31,50,9,176.9
2016-10-31,50,9.3,NA
2016-11-04,50,0.1,174.933333333333
2016-11-04,50,0.8,NA
2016-11-04,50,1.6,174.933333333333
2016-11-04,50,2.8,NA
2016-11-04,50,3.8,174.933333333333
2016-11-04,50,5,174.933333333333
2016-11-04,50,5.2,NA
2016-11-04,50,5.5,NA
2016-11-04,50,5.8,NA
2016-11-04,50,6,NA
2016-11-04,50,6.2,174.933333333333
2016-11-04,50,8,174.933333333333
2016-11-04,50,9,174.933333333333
2016-11-04,50,9.3,NA
2016-11-11,50,0.1,172.966666666667
2016-11-11,50,0.8,NA
2016-11-11,50,1.6,172.966666666667
2016-11-11,50,2.8,NA
2016-11-11,50,3.8,172.966666666667
2016-11-11,50,5,172.966666666667
2016-11-11,50,5.2,NA
2016-11-11,50,5.5,NA
2016-11-11,50,5.8,NA
2016-11-11,50,6,NA
2016-11-11,50,6.2,172.966666666667
2016-11-11,50,8,172.966666666667
2016-11-11,50,9,172.966666666667
2016-11-11,50,9.3,NA
2016-12-02,50,0.1,171
2016-12-02,50,0.8,NA
2016-12-02,50,1.6,171
2016-12-02,50,2.8,NA
2016-12-02,50,3.8,171
2016-12-02,50,5,171
2016-12-02,50,5.2,NA
2016-12-02,50,5.5,NA
2016-12-02,50,5.8,NA
2016-12-02,50,6,NA
2016-12-02,50,6.2,171
2016-12-02,50,8,171
2016-12-02,50,9,171
2016-12-02,50,9.3,NA
2017-03-12,50,0.1,177.133333333333
2017-03-12,50,0.8,NA
2017-03-12,50,1.6,177.133333333333
2017-03-12,50,2.8,NA
2017-03-12,50,3.8,177.133333333333
2017-03-12,50,5,177.133333333333
2017-03-12,50,5.2,NA
2017-03-12,50,5.5,NA
2017-03-12,50,5.8,NA
2017-03-12,50,6,NA
2017-03-12,50,6.2,177.133333333333
2017-03-12,50,8,177.133333333333
2017-03-12,50,9,177.133333333333
2017-03-12,50,9.3,NA
2017-03-26,50,0.1,183.266666666667
2017-03-26,50,0.8,NA
2017-03-26,50,1.6,183.266666666667
2017-03-26,50,2.8,NA
2017-03-26,50,3.8,183.266666666667
2017-03-26,50,5,183.266666666667
2017-03-26,50,5.2,NA
2017-03-26,50,5.5,NA
2017-03-26,50,5.8,NA
2017-03-26,50,6,NA
2017-03-26,50,6.2,183.266666666667
2017-03-26,50,8,183.266666666667
2017-03-26,50,9,183.266666666667
2017-03-26,50,9.3,NA
2017-04-09,50,0.1,189.4
2017-04-09,50,0.8,NA
2017-04-09,50,1.6,189.4
2017-04-09,50,2.8,NA
2017-04-09,50,3.8,189.4
2017-04-09,50,5,189.4
2017-04-09,50,5.2,NA
2017-04-09,50,5.5,NA
2017-04-09,50,5.8,NA
2017-04-09,50,6,NA
2017-04-09,50,6.2,189.4
2017-04-09,50,8,189.4
2017-04-09,50,9,189.4
2017-04-09,50,9.3,NA
2017-04-16,50,0.1,195.533333333333
2017-04-16,50,0.8,NA
2017-04-16,50,1.6,195.533333333333
2017-04-16,50,2.8,NA
2017-04-16,50,3.8,195.533333333333
2017-04-16,50,5,195.533333333333
2017-04-16,50,5.2,NA
2017-04-16,50,5.5,NA
2017-04-16,50,5.8,NA
2017-04-16,50,6,NA
2017-04-16,50,6.2,195.533333333333
2017-04-16,50,8,195.533333333333
2017-04-16,50,9,195.533333333333
2017-04-16,50,9.3,NA
2017-04-23,50,0.1,201.666666666667
2017-04-23,50,0.8,NA
2017-04-23,50,1.6,201.666666666667
2017-04-23,50,2.8,NA
2017-04-23,50,3.8,201.666666666667
2017-04-23,50,5,201.666666666667
2017-04-23,50,5.2,NA
2017-04-23,50,5.5,NA
2017-04-23,50,5.8,NA
2017-04-23,50,6,NA
2017-04-23,50,6.2,201.666666666667
2017-04-23,50,8,201.666666666667
2017-04-23,50,9,201.666666666667
2017-04-23,50,9.3,NA
2017-04-30,50,0.1,207.8
2017-04-30,50,0.8,NA
2017-04-30,50,1.6,207.8
2017-04-30,50,2.8,NA
2017-04-30,50,3.8,207.8
2017-04-30,50,5,207.8
2017-04-30,50,5.2,NA
2017-04-30,50,5.5,NA
2017-04-30,50,5.8,NA
2017-04-30,50,6,NA
2017-04-30,50,6.2,207.8
2017-04-30,50,8,207.8
2017-04-30,50,9,207.8
2017-04-30,50,9.3,NA
2017-05-04,50,0.1,213.933333333333
2017-05-04,50,0.8,NA
2017-05-04,50,1.6,213.933333333333
2017-05-04,50,2.8,NA
2017-05-04,50,3.8,213.933333333333
2017-05-04,50,5,213.933333333333
2017-05-04,50,5.2,NA
2017-05-04,50,5.5,NA
2017-05-04,50,5.8,NA
2017-05-04,50,6,NA
2017-05-04,50,6.2,213.933333333333
2017-05-04,50,8,213.933333333333
2017-05-04,50,9,213.933333333333
2017-05-04,50,9.3,NA
2017-05-07,50,0.1,220.066666666667
2017-05-07,50,0.8,NA
2017-05-07,50,1.6,220.066666666667
2017-05-07,50,2.8,NA
2017-05-07,50,3.8,220.066666666667
2017-05-07,50,5,220.066666666667
2017-05-07,50,5.2,NA
2017-05-07,50,5.5,NA
2017-05-07,50,5.8,NA
2017-05-07,50,6,NA
2017-05-07,50,6.2,220.066666666667
2017-05-07,50,8,220.066666666667
2017-05-07,50,9,220.066666666667
2017-05-07,50,9.3,NA
2017-05-09,50,0.1,226.2
2017-05-09,50,0.8,NA
2017-05-09,50,1.6,226.2
2017-05-09,50,2.8,NA
2017-05-09,50,3.8,226.2
2017-05-09,50,5,226.2
2017-05-09,50,5.2,NA
2017-05-09,50,5.5,NA
2017-05-09,50,5.8,NA
2017-05-09,50,6,NA
2017-05-09,50,6.2,226.2
2017-05-09,50,8,226.2
2017-05-09,50,9,226.2
2017-05-09,50,9.3,NA
2017-05-14,50,0.1,232.333333333333
2017-05-14,50,0.8,NA
2017-05-14,50,1.6,232.333333333333
2017-05-14,50,2.8,NA
2017-05-14,50,3.8,232.333333333333
2017-05-14,50,5,232.333333333333
2017-05-14,50,5.2,NA
2017-05-14,50,5.5,NA
2017-05-14,50,5.8,NA
2017-05-14,50,6,NA
2017-05-14,50,6.2,232.333333333333
2017-05-14,50,8,232.333333333333
2017-05-14,50,9,232.333333333333
2017-05-14,50,9.3,NA
2017-06-28,50,0.1,238.466666666667
2017-06-28,50,0.8,NA
2017-06-28,50,1.6,238.466666666667
2017-06-28,50,2.8,NA
