"Date","Site","Depth","kd_interp"
2016-06-26,50,0.8,NA
2016-06-26,50,1.6,NA
2016-06-26,50,2.8,NA
2016-06-26,50,3.8,NA
2016-06-26,50,5,NA
2016-06-26,50,5.2,NA
2016-06-26,50,5.5,NA
2016-06-26,50,5.8,NA
2016-06-26,50,6,NA
2016-06-26,50,6.2,NA
2016-06-26,50,8,NA
2016-06-26,50,9,NA
2016-06-26,50,9.3,NA
2016-06-27,50,0.1,NA
2016-06-27,50,0.8,NA
2016-06-27,50,1.6,NA
2016-06-27,50,2.8,NA
2016-06-27,50,3.8,NA
2016-06-27,50,5,NA
2016-06-27,50,5.2,NA
2016-06-27,50,5.5,NA
2016-06-27,50,5.8,NA
2016-06-27,50,6,NA
2016-06-27,50,6.2,NA
2016-06-27,50,8,NA
2016-06-27,50,9,NA
2016-06-27,50,9.3,NA
2016-06-28,50,0.1,-0.997038332586055
2016-06-28,50,0.8,-0.997038332586055
2016-06-28,50,1.6,-0.997038332586055
2016-06-28,50,2.8,-0.997038332586055
2016-06-28,50,3.8,-0.997038332586055
2016-06-28,50,5,-0.997038332586055
2016-06-28,50,5.2,-0.997038332586055
2016-06-28,50,5.5,-0.997038332586055
2016-06-28,50,5.8,-0.997038332586055
2016-06-28,50,6,-0.997038332586055
2016-06-28,50,6.2,-0.997038332586055
2016-06-28,50,8,-0.997038332586055
2016-06-28,50,9,-0.997038332586055
2016-06-28,50,9.3,-0.997038332586055
2016-06-30,50,0.1,-0.964463563756359
2016-06-30,50,0.8,-0.964463563756359
2016-06-30,50,1.6,-0.964463563756359
2016-06-30,50,2.8,-0.964463563756359
2016-06-30,50,3.8,-0.964463563756359
2016-06-30,50,5,-0.964463563756359
2016-06-30,50,5.2,-0.964463563756359
2016-06-30,50,5.5,-0.964463563756359
2016-06-30,50,5.8,-0.964463563756359
2016-06-30,50,6,-0.964463563756359
2016-06-30,50,6.2,-0.964463563756359
2016-06-30,50,8,-0.964463563756359
2016-06-30,50,9,-0.964463563756359
2016-06-30,50,9.3,-0.964463563756359
2016-07-05,50,0.1,-1.41928031614346
2016-07-05,50,0.8,-1.41928031614346
2016-07-05,50,1.6,-1.41928031614346
2016-07-05,50,2.8,-1.41928031614346
2016-07-05,50,3.8,-1.41928031614346
2016-07-05,50,5,-1.41928031614346
2016-07-05,50,5.2,-1.41928031614346
2016-07-05,50,5.5,-1.41928031614346
2016-07-05,50,5.8,-1.41928031614346
2016-07-05,50,6,-1.41928031614346
2016-07-05,50,6.2,-1.41928031614346
2016-07-05,50,8,-1.41928031614346
2016-07-05,50,9,-1.41928031614346
2016-07-05,50,9.3,-1.41928031614346
2016-07-07,50,0.1,-0.841681325866981
2016-07-07,50,0.8,-0.841681325866981
2016-07-07,50,1.6,-0.841681325866981
2016-07-07,50,2.8,-0.841681325866981
2016-07-07,50,3.8,-0.841681325866981
2016-07-07,50,5,-0.841681325866981
2016-07-07,50,5.2,-0.841681325866981
2016-07-07,50,5.5,-0.841681325866981
2016-07-07,50,5.8,-0.841681325866981
2016-07-07,50,6,-0.841681325866981
2016-07-07,50,6.2,-0.841681325866981
2016-07-07,50,8,-0.841681325866981
2016-07-07,50,9,-0.841681325866981
2016-07-07,50,9.3,-0.841681325866981
2016-07-11,50,0.1,-0.948628016729081
2016-07-11,50,0.8,-0.948628016729081
2016-07-11,50,1.6,-0.948628016729081
2016-07-11,50,2.8,-0.948628016729081
2016-07-11,50,3.8,-0.948628016729081
2016-07-11,50,5,-0.948628016729081
2016-07-11,50,5.2,-0.948628016729081
2016-07-11,50,5.5,-0.948628016729081
2016-07-11,50,5.8,-0.948628016729081
2016-07-11,50,6,-0.948628016729081
2016-07-11,50,6.2,-0.948628016729081
2016-07-11,50,8,-0.948628016729081
2016-07-11,50,9,-0.948628016729081
2016-07-11,50,9.3,-0.948628016729081
2016-07-14,50,0.1,-0.843339311775029
2016-07-14,50,0.8,-0.843339311775029
2016-07-14,50,1.6,-0.843339311775029
2016-07-14,50,2.8,-0.843339311775029
2016-07-14,50,3.8,-0.843339311775029
2016-07-14,50,5,-0.843339311775029
2016-07-14,50,5.2,-0.843339311775029
2016-07-14,50,5.5,-0.843339311775029
2016-07-14,50,5.8,-0.843339311775029
2016-07-14,50,6,-0.843339311775029
2016-07-14,50,6.2,-0.843339311775029
2016-07-14,50,8,-0.843339311775029
2016-07-14,50,9,-0.843339311775029
2016-07-14,50,9.3,-0.843339311775029
2016-07-18,50,0.1,-0.90482497353712
2016-07-18,50,0.8,-0.90482497353712
2016-07-18,50,1.6,-0.90482497353712
2016-07-18,50,2.8,-0.90482497353712
2016-07-18,50,3.8,-0.90482497353712
2016-07-18,50,5,-0.90482497353712
2016-07-18,50,5.2,-0.90482497353712
2016-07-18,50,5.5,-0.90482497353712
2016-07-18,50,5.8,-0.90482497353712
2016-07-18,50,6,-0.90482497353712
2016-07-18,50,6.2,-0.90482497353712
2016-07-18,50,8,-0.90482497353712
2016-07-18,50,9,-0.90482497353712
2016-07-18,50,9.3,-0.90482497353712
2016-07-21,50,0.1,-0.847677785513885
2016-07-21,50,0.8,-0.847677785513885
2016-07-21,50,1.6,-0.847677785513885
2016-07-21,50,2.8,-0.847677785513885
2016-07-21,50,3.8,-0.847677785513885
2016-07-21,50,5,-0.847677785513885
2016-07-21,50,5.2,-0.847677785513885
2016-07-21,50,5.5,-0.847677785513885
2016-07-21,50,5.8,-0.847677785513885
2016-07-21,50,6,-0.847677785513885
2016-07-21,50,6.2,-0.847677785513885
2016-07-21,50,8,-0.847677785513885
2016-07-21,50,9,-0.847677785513885
2016-07-21,50,9.3,-0.847677785513885
2016-07-24,50,0.1,-0.894088055783721
2016-07-24,50,0.8,-0.894088055783721
2016-07-24,50,1.6,-0.894088055783721
2016-07-24,50,2.8,-0.894088055783721
2016-07-24,50,3.8,-0.894088055783721
2016-07-24,50,5,-0.894088055783721
2016-07-24,50,5.2,-0.894088055783721
2016-07-24,50,5.5,-0.894088055783721
2016-07-24,50,5.8,-0.894088055783721
2016-07-24,50,6,-0.894088055783721
2016-07-24,50,6.2,-0.894088055783721
2016-07-24,50,8,-0.894088055783721
2016-07-24,50,9,-0.894088055783721
2016-07-24,50,9.3,-0.894088055783721
2016-07-25,50,0.1,-1.00833402795363
2016-07-25,50,0.1,-1.00833402795363
2016-07-25,50,0.8,-1.00833402795363
2016-07-25,50,1.6,-1.00833402795363
2016-07-25,50,2.8,-1.00833402795363
2016-07-25,50,3.8,-1.00833402795363
2016-07-25,50,5,-1.00833402795363
2016-07-25,50,5.2,-1.00833402795363
2016-07-25,50,5.5,-1.00833402795363
2016-07-25,50,5.8,-1.00833402795363
2016-07-25,50,6,-1.00833402795363
2016-07-25,50,6.2,-1.00833402795363
2016-07-25,50,8,-1.00833402795363
2016-07-25,50,8,-1.00833402795363
2016-07-25,50,9,-1.00833402795363
2016-07-25,50,9.3,-1.00833402795363
2016-07-26,50,0.1,NA
2016-07-26,50,0.8,NA
2016-07-26,50,1.6,NA
2016-07-26,50,2.8,NA
2016-07-26,50,3.8,NA
2016-07-26,50,5,NA
2016-07-26,50,5.2,NA
2016-07-26,50,5.5,NA
2016-07-26,50,5.8,NA
2016-07-26,50,6,NA
2016-07-26,50,6.2,NA
2016-07-26,50,8,NA
2016-07-26,50,9,NA
2016-07-26,50,9.3,NA
2016-07-28,50,0.1,-0.81401256497592
2016-07-28,50,0.8,-0.81401256497592
2016-07-28,50,1.6,-0.81401256497592
2016-07-28,50,2.8,-0.81401256497592
2016-07-28,50,3.8,-0.81401256497592
2016-07-28,50,5,-0.81401256497592
2016-07-28,50,5.2,-0.81401256497592
2016-07-28,50,5.5,-0.81401256497592
2016-07-28,50,5.8,-0.81401256497592
2016-07-28,50,6,-0.81401256497592
2016-07-28,50,6.2,-0.81401256497592
2016-07-28,50,8,-0.81401256497592
2016-07-28,50,9,-0.81401256497592
2016-07-28,50,9.3,-0.81401256497592
2016-08-01,50,0.1,-0.881871502940751
2016-08-01,50,0.8,-0.881871502940751
2016-08-01,50,1.6,-0.881871502940751
2016-08-01,50,2.8,-0.881871502940751
2016-08-01,50,3.8,-0.881871502940751
2016-08-01,50,5,-0.881871502940751
2016-08-01,50,5.2,-0.881871502940751
2016-08-01,50,5.5,-0.881871502940751
2016-08-01,50,5.8,-0.881871502940751
2016-08-01,50,6,-0.881871502940751
2016-08-01,50,6.2,-0.881871502940751
2016-08-01,50,8,-0.881871502940751
2016-08-01,50,9,-0.881871502940751
2016-08-01,50,9.3,-0.881871502940751
2016-08-08,50,0.1,-1.18154118183702
2016-08-08,50,0.8,-1.18154118183702
2016-08-08,50,1.6,-1.18154118183702
2016-08-08,50,2.8,-1.18154118183702
2016-08-08,50,3.8,-1.18154118183702
2016-08-08,50,5,-1.18154118183702
2016-08-08,50,5.2,-1.18154118183702
2016-08-08,50,5.5,-1.18154118183702
2016-08-08,50,5.8,-1.18154118183702
2016-08-08,50,6,-1.18154118183702
2016-08-08,50,6.2,-1.18154118183702
2016-08-08,50,8,-1.18154118183702
2016-08-08,50,9,-1.18154118183702
2016-08-08,50,9.3,-1.18154118183702
2016-08-11,50,0.1,-0.761519807559207
2016-08-11,50,0.8,-0.761519807559207
2016-08-11,50,1.6,-0.761519807559207
2016-08-11,50,2.8,-0.761519807559207
2016-08-11,50,3.8,-0.761519807559207
2016-08-11,50,5,-0.761519807559207
2016-08-11,50,5.2,-0.761519807559207
2016-08-11,50,5.5,-0.761519807559207
2016-08-11,50,5.8,-0.761519807559207
2016-08-11,50,6,-0.761519807559207
2016-08-11,50,6.2,-0.761519807559207
2016-08-11,50,8,-0.761519807559207
2016-08-11,50,9,-0.761519807559207
2016-08-11,50,9.3,-0.761519807559207
2016-08-15,50,0.1,-1.01235997599948
2016-08-15,50,0.8,-1.01235997599948
2016-08-15,50,1.6,-1.01235997599948
2016-08-15,50,2.8,-1.01235997599948
2016-08-15,50,3.8,-1.01235997599948
2016-08-15,50,5,-1.01235997599948
2016-08-15,50,5.2,-1.01235997599948
2016-08-15,50,5.5,-1.01235997599948
2016-08-15,50,5.8,-1.01235997599948
2016-08-15,50,6,-1.01235997599948
2016-08-15,50,6.2,-1.01235997599948
2016-08-15,50,8,-1.01235997599948
2016-08-15,50,9,-1.01235997599948
2016-08-15,50,9.3,-1.01235997599948
2016-08-18,50,0.1,-0.975088618812535
2016-08-18,50,0.8,-0.975088618812535
2016-08-18,50,1.6,-0.975088618812535
2016-08-18,50,2.8,-0.975088618812535
2016-08-18,50,3.8,-0.975088618812535
2016-08-18,50,5,-0.975088618812535
2016-08-18,50,5.2,-0.975088618812535
2016-08-18,50,5.5,-0.975088618812535
2016-08-18,50,5.8,-0.975088618812535
2016-08-18,50,6,-0.975088618812535
2016-08-18,50,6.2,-0.975088618812535
2016-08-18,50,8,-0.975088618812535
2016-08-18,50,9,-0.975088618812535
2016-08-18,50,9.3,-0.975088618812535
2016-08-23,50,0.1,-0.973353199911263
2016-08-23,50,0.8,-0.973353199911263
2016-08-23,50,1.6,-0.973353199911263
2016-08-23,50,2.8,-0.973353199911263
2016-08-23,50,3.8,-0.973353199911263
2016-08-23,50,5,-0.973353199911263
2016-08-23,50,5.2,-0.973353199911263
2016-08-23,50,5.5,-0.973353199911263
2016-08-23,50,5.8,-0.973353199911263
2016-08-23,50,6,-0.973353199911263
2016-08-23,50,6.2,-0.973353199911263
2016-08-23,50,8,-0.973353199911263
2016-08-23,50,9,-0.973353199911263
2016-08-23,50,9.3,-0.973353199911263
2016-08-26,50,0.1,-0.920353482644537
2016-08-26,50,0.8,-0.920353482644537
2016-08-26,50,1.6,-0.920353482644537
2016-08-26,50,2.8,-0.920353482644537
2016-08-26,50,3.8,-0.920353482644537
2016-08-26,50,5,-0.920353482644537
2016-08-26,50,5.2,-0.920353482644537
2016-08-26,50,5.5,-0.920353482644537
2016-08-26,50,5.8,-0.920353482644537
2016-08-26,50,6,-0.920353482644537
2016-08-26,50,6.2,-0.920353482644537
2016-08-26,50,8,-0.920353482644537
2016-08-26,50,9,-0.920353482644537
2016-08-26,50,9.3,-0.920353482644537
2016-09-02,50,0.1,-0.701326318862401
2016-09-02,50,0.8,-0.701326318862401
2016-09-02,50,1.6,-0.701326318862401
2016-09-02,50,2.8,-0.701326318862401
2016-09-02,50,3.8,-0.701326318862401
2016-09-02,50,5,-0.701326318862401
2016-09-02,50,5.2,-0.701326318862401
2016-09-02,50,5.5,-0.701326318862401
2016-09-02,50,5.8,-0.701326318862401
2016-09-02,50,6,-0.701326318862401
2016-09-02,50,6.2,-0.701326318862401
2016-09-02,50,8,-0.701326318862401
2016-09-02,50,9,-0.701326318862401
2016-09-02,50,9.3,-0.701326318862401
2016-09-06,50,0.1,-0.902378623099107
2016-09-06,50,0.8,-0.902378623099107
2016-09-06,50,1.6,-0.902378623099107
2016-09-06,50,2.8,-0.902378623099107
2016-09-06,50,3.8,-0.902378623099107
2016-09-06,50,5,-0.902378623099107
2016-09-06,50,5.2,-0.902378623099107
2016-09-06,50,5.5,-0.902378623099107
2016-09-06,50,5.8,-0.902378623099107
2016-09-06,50,6,-0.902378623099107
2016-09-06,50,6.2,-0.902378623099107
2016-09-06,50,8,-0.902378623099107
2016-09-06,50,9,-0.902378623099107
2016-09-06,50,9.3,-0.902378623099107
2016-09-09,50,0.1,-0.709436179470745
2016-09-09,50,0.8,-0.709436179470745
2016-09-09,50,1.6,-0.709436179470745
2016-09-09,50,2.8,-0.709436179470745
2016-09-09,50,3.8,-0.709436179470745
2016-09-09,50,5,-0.709436179470745
2016-09-09,50,5.2,-0.709436179470745
2016-09-09,50,5.5,-0.709436179470745
2016-09-09,50,5.8,-0.709436179470745
2016-09-09,50,6,-0.709436179470745
2016-09-09,50,6.2,-0.709436179470745
2016-09-09,50,8,-0.709436179470745
2016-09-09,50,9,-0.709436179470745
2016-09-09,50,9.3,-0.709436179470745
2016-09-16,50,0.1,NA
2016-09-16,50,0.8,NA
2016-09-16,50,1.6,NA
2016-09-16,50,2.8,NA
2016-09-16,50,3.8,NA
2016-09-16,50,5,NA
2016-09-16,50,5.2,NA
2016-09-16,50,5.5,NA
2016-09-16,50,5.8,NA
2016-09-16,50,6,NA
2016-09-16,50,6.2,NA
2016-09-16,50,8,NA
2016-09-16,50,9,NA
2016-09-16,50,9.3,NA
2016-09-17,50,0.1,NA
2016-09-17,50,0.8,NA
2016-09-17,50,1.6,NA
2016-09-17,50,2.8,NA
2016-09-17,50,3.8,NA
2016-09-17,50,5,NA
2016-09-17,50,5.2,NA
2016-09-17,50,5.5,NA
2016-09-17,50,5.8,NA
2016-09-17,50,6,NA
2016-09-17,50,6.2,NA
2016-09-17,50,8,NA
2016-09-17,50,9,NA
2016-09-17,50,9.3,NA
2016-09-22,50,0.1,NA
2016-09-22,50,0.8,NA
2016-09-22,50,1.6,NA
2016-09-22,50,2.8,NA
2016-09-22,50,3.8,NA
2016-09-22,50,5,NA
2016-09-22,50,5.2,NA
2016-09-22,50,5.5,NA
2016-09-22,50,5.8,NA
2016-09-22,50,6,NA
2016-09-22,50,6.2,NA
2016-09-22,50,8,NA
2016-09-22,50,9,NA
2016-09-22,50,9.3,NA
2016-09-27,50,0.1,-1.13844087268055
2016-09-27,50,0.8,-1.13844087268055
2016-09-27,50,1.6,-1.13844087268055
2016-09-27,50,2.8,-1.13844087268055
2016-09-27,50,3.8,-1.13844087268055
2016-09-27,50,5,-1.13844087268055
2016-09-27,50,5.2,-1.13844087268055
2016-09-27,50,5.5,-1.13844087268055
2016-09-27,50,5.8,-1.13844087268055
2016-09-27,50,6,-1.13844087268055
2016-09-27,50,6.2,-1.13844087268055
2016-09-27,50,8,-1.13844087268055
2016-09-27,50,9,-1.13844087268055
2016-09-27,50,9.3,-1.13844087268055
2016-09-30,50,0.1,-0.684252944578679
2016-09-30,50,0.8,-0.684252944578679
2016-09-30,50,1.6,-0.684252944578679
2016-09-30,50,2.8,-0.684252944578679
2016-09-30,50,3.8,-0.684252944578679
2016-09-30,50,5,-0.684252944578679
2016-09-30,50,5.2,-0.684252944578679
2016-09-30,50,5.5,-0.684252944578679
2016-09-30,50,5.8,-0.684252944578679
2016-09-30,50,6,-0.684252944578679
2016-09-30,50,6.2,-0.684252944578679
2016-09-30,50,8,-0.684252944578679
2016-09-30,50,9,-0.684252944578679
2016-09-30,50,9.3,-0.684252944578679
2016-10-05,50,0.1,NA
2016-10-05,50,0.8,NA
2016-10-05,50,1.6,NA
2016-10-05,50,2.8,NA
2016-10-05,50,3.8,NA
2016-10-05,50,5,NA
2016-10-05,50,5.2,NA
2016-10-05,50,5.5,NA
2016-10-05,50,5.8,NA
2016-10-05,50,6,NA
2016-10-05,50,6.2,NA
2016-10-05,50,8,NA
2016-10-05,50,9,NA
2016-10-05,50,9.3,NA
2016-10-06,50,0.1,NA
2016-10-06,50,0.8,NA
2016-10-06,50,1.6,NA
2016-10-06,50,2.8,NA
2016-10-06,50,3.8,NA
2016-10-06,50,5,NA
2016-10-06,50,5.2,NA
2016-10-06,50,5.5,NA
2016-10-06,50,5.8,NA
2016-10-06,50,6,NA
2016-10-06,50,6.2,NA
2016-10-06,50,8,NA
2016-10-06,50,9,NA
2016-10-06,50,9.3,NA
2016-10-07,50,0.1,-1.1271669044954
2016-10-07,50,0.8,-1.1271669044954
2016-10-07,50,1.6,-1.1271669044954
2016-10-07,50,2.8,-1.1271669044954
2016-10-07,50,3.8,-1.1271669044954
2016-10-07,50,5,-1.1271669044954
2016-10-07,50,5.2,-1.1271669044954
2016-10-07,50,5.5,-1.1271669044954
2016-10-07,50,5.8,-1.1271669044954
2016-10-07,50,6,-1.1271669044954
2016-10-07,50,6.2,-1.1271669044954
2016-10-07,50,8,-1.1271669044954
2016-10-07,50,9,-1.1271669044954
2016-10-07,50,9.3,-1.1271669044954
2016-10-11,50,0.1,NA
2016-10-11,50,0.8,NA
2016-10-11,50,1.6,NA
2016-10-11,50,2.8,NA
2016-10-11,50,3.8,NA
2016-10-11,50,5,NA
2016-10-11,50,5.2,NA
2016-10-11,50,5.5,NA
2016-10-11,50,5.8,NA
2016-10-11,50,6,NA
2016-10-11,50,6.2,NA
2016-10-11,50,8,NA
2016-10-11,50,9,NA
2016-10-11,50,9.3,NA
2016-10-14,50,0.1,NA
2016-10-14,50,0.8,NA
2016-10-14,50,1.6,NA
2016-10-14,50,2.8,NA
2016-10-14,50,3.8,NA
2016-10-14,50,5,NA
2016-10-14,50,5.2,NA
2016-10-14,50,5.5,NA
2016-10-14,50,5.8,NA
2016-10-14,50,6,NA
2016-10-14,50,6.2,NA
2016-10-14,50,8,NA
2016-10-14,50,9,NA
2016-10-14,50,9.3,NA
2016-10-20,50,0.1,NA
2016-10-20,50,0.8,NA
2016-10-20,50,1.6,NA
2016-10-20,50,2.8,NA
2016-10-20,50,3.8,NA
2016-10-20,50,5,NA
2016-10-20,50,5.2,NA
2016-10-20,50,5.5,NA
2016-10-20,50,5.8,NA
2016-10-20,50,6,NA
2016-10-20,50,6.2,NA
2016-10-20,50,8,NA
2016-10-20,50,9,NA
2016-10-20,50,9.3,NA
2016-10-27,50,0.1,NA
2016-10-27,50,0.8,NA
2016-10-27,50,1.6,NA
2016-10-27,50,2.8,NA
2016-10-27,50,3.8,NA
2016-10-27,50,5,NA
2016-10-27,50,5.2,NA
2016-10-27,50,5.5,NA
2016-10-27,50,5.8,NA
2016-10-27,50,6,NA
2016-10-27,50,6.2,NA
2016-10-27,50,8,NA
2016-10-27,50,9,NA
2016-10-27,50,9.3,NA
2016-10-31,50,0.1,NA
2016-10-31,50,0.8,NA
2016-10-31,50,1.6,NA
2016-10-31,50,2.8,NA
2016-10-31,50,3.8,NA
2016-10-31,50,5,NA
2016-10-31,50,5.2,NA
2016-10-31,50,5.5,NA
2016-10-31,50,5.8,NA
2016-10-31,50,6,NA
2016-10-31,50,6.2,NA
2016-10-31,50,8,NA
2016-10-31,50,9,NA
2016-10-31,50,9.3,NA
2016-11-04,50,0.1,NA
2016-11-04,50,0.8,NA
2016-11-04,50,1.6,NA
2016-11-04,50,2.8,NA
2016-11-04,50,3.8,NA
2016-11-04,50,5,NA
2016-11-04,50,5.2,NA
2016-11-04,50,5.5,NA
2016-11-04,50,5.8,NA
2016-11-04,50,6,NA
2016-11-04,50,6.2,NA
2016-11-04,50,8,NA
2016-11-04,50,9,NA
2016-11-04,50,9.3,NA
2016-11-11,50,0.1,NA
2016-11-11,50,0.8,NA
2016-11-11,50,1.6,NA
2016-11-11,50,2.8,NA
2016-11-11,50,3.8,NA
2016-11-11,50,5,NA
2016-11-11,50,5.2,NA
2016-11-11,50,5.5,NA
2016-11-11,50,5.8,NA
2016-11-11,50,6,NA
2016-11-11,50,6.2,NA
2016-11-11,50,8,NA
2016-11-11,50,9,NA
2016-11-11,50,9.3,NA
2016-12-02,50,0.1,NA
2016-12-02,50,0.8,NA
2016-12-02,50,1.6,NA
2016-12-02,50,2.8,NA
2016-12-02,50,3.8,NA
2016-12-02,50,5,NA
2016-12-02,50,5.2,NA
2016-12-02,50,5.5,NA
2016-12-02,50,5.8,NA
2016-12-02,50,6,NA
2016-12-02,50,6.2,NA
2016-12-02,50,8,NA
2016-12-02,50,9,NA
2016-12-02,50,9.3,NA
2017-03-12,50,0.1,NA
2017-03-12,50,0.8,NA
2017-03-12,50,1.6,NA
2017-03-12,50,2.8,NA
2017-03-12,50,3.8,NA
2017-03-12,50,5,NA
2017-03-12,50,5.2,NA
2017-03-12,50,5.5,NA
2017-03-12,50,5.8,NA
2017-03-12,50,6,NA
2017-03-12,50,6.2,NA
2017-03-12,50,8,NA
2017-03-12,50,9,NA
2017-03-12,50,9.3,NA
2017-03-26,50,0.1,NA
2017-03-26,50,0.8,NA
2017-03-26,50,1.6,NA
2017-03-26,50,2.8,NA
2017-03-26,50,3.8,NA
2017-03-26,50,5,NA
2017-03-26,50,5.2,NA
2017-03-26,50,5.5,NA
2017-03-26,50,5.8,NA
2017-03-26,50,6,NA
2017-03-26,50,6.2,NA
2017-03-26,50,8,NA
2017-03-26,50,9,NA
2017-03-26,50,9.3,NA
2017-04-09,50,0.1,NA
2017-04-09,50,0.8,NA
2017-04-09,50,1.6,NA
2017-04-09,50,2.8,NA
2017-04-09,50,3.8,NA
2017-04-09,50,5,NA
2017-04-09,50,5.2,NA
2017-04-09,50,5.5,NA
2017-04-09,50,5.8,NA
2017-04-09,50,6,NA
2017-04-09,50,6.2,NA
2017-04-09,50,8,NA
2017-04-09,50,9,NA
2017-04-09,50,9.3,NA
2017-04-16,50,0.1,NA
2017-04-16,50,0.8,NA
2017-04-16,50,1.6,NA
2017-04-16,50,2.8,NA
2017-04-16,50,3.8,NA
2017-04-16,50,5,NA
2017-04-16,50,5.2,NA
2017-04-16,50,5.5,NA
2017-04-16,50,5.8,NA
2017-04-16,50,6,NA
2017-04-16,50,6.2,NA
2017-04-16,50,8,NA
2017-04-16,50,9,NA
2017-04-16,50,9.3,NA
2017-04-23,50,0.1,NA
2017-04-23,50,0.8,NA
2017-04-23,50,1.6,NA
2017-04-23,50,2.8,NA
2017-04-23,50,3.8,NA
2017-04-23,50,5,NA
2017-04-23,50,5.2,NA
2017-04-23,50,5.5,NA
2017-04-23,50,5.8,NA
2017-04-23,50,6,NA
2017-04-23,50,6.2,NA
2017-04-23,50,8,NA
2017-04-23,50,9,NA
2017-04-23,50,9.3,NA
2017-04-30,50,0.1,NA
2017-04-30,50,0.8,NA
2017-04-30,50,1.6,NA
2017-04-30,50,2.8,NA
2017-04-30,50,3.8,NA
2017-04-30,50,5,NA
2017-04-30,50,5.2,NA
2017-04-30,50,5.5,NA
2017-04-30,50,5.8,NA
2017-04-30,50,6,NA
2017-04-30,50,6.2,NA
2017-04-30,50,8,NA
2017-04-30,50,9,NA
2017-04-30,50,9.3,NA
2017-05-04,50,0.1,NA
2017-05-04,50,0.8,NA
2017-05-04,50,1.6,NA
2017-05-04,50,2.8,NA
2017-05-04,50,3.8,NA
2017-05-04,50,5,NA
2017-05-04,50,5.2,NA
2017-05-04,50,5.5,NA
2017-05-04,50,5.8,NA
2017-05-04,50,6,NA
2017-05-04,50,6.2,NA
2017-05-04,50,8,NA
2017-05-04,50,9,NA
2017-05-04,50,9.3,NA
2017-05-07,50,0.1,NA
2017-05-07,50,0.8,NA
2017-05-07,50,1.6,NA
2017-05-07,50,2.8,NA
2017-05-07,50,3.8,NA
2017-05-07,50,5,NA
2017-05-07,50,5.2,NA
2017-05-07,50,5.5,NA
2017-05-07,50,5.8,NA
2017-05-07,50,6,NA
2017-05-07,50,6.2,NA
2017-05-07,50,8,NA
2017-05-07,50,9,NA
2017-05-07,50,9.3,NA
2017-05-09,50,0.1,NA
2017-05-09,50,0.8,NA
2017-05-09,50,1.6,NA
2017-05-09,50,2.8,NA
2017-05-09,50,3.8,NA
2017-05-09,50,5,NA
2017-05-09,50,5.2,NA
2017-05-09,50,5.5,NA
2017-05-09,50,5.8,NA
2017-05-09,50,6,NA
2017-05-09,50,6.2,NA
2017-05-09,50,8,NA
2017-05-09,50,9,NA
2017-05-09,50,9.3,NA
2017-05-14,50,0.1,NA
2017-05-14,50,0.8,NA
2017-05-14,50,1.6,NA
2017-05-14,50,2.8,NA
2017-05-14,50,3.8,NA
2017-05-14,50,5,NA
2017-05-14,50,5.2,NA
2017-05-14,50,5.5,NA
2017-05-14,50,5.8,NA
2017-05-14,50,6,NA
2017-05-14,50,6.2,NA
2017-05-14,50,8,NA
2017-05-14,50,9,NA
2017-05-14,50,9.3,NA
2017-06-28,50,0.1,NA
2017-06-28,50,0.8,NA
2017-06-28,50,1.6,NA
2017-06-28,50,2.8,NA
2017-06-28,50,3.8,NA
2017-06-28,50,5,NA
2017-06-28,50,5.2,NA
2017-06-28,50,5.5,NA
2017-06-28,50,5.8,NA
2017-06-28,50,6,NA
2017-06-28,50,6.2,NA
2017-06-28,50,8,NA
2017-06-28,50,9,NA
2017-06-28,50,9.3,NA
2017-07-04,50,0.1,NA
2017-07-04,50,0.8,NA
2017-07-04,50,1.6,NA
2017-07-04,50,2.8,NA
2017-07-04,50,3.8,NA
2017-07-04,50,5,NA
2017-07-04,50,5.2,NA
2017-07-04,50,5.5,NA
2017-07-04,50,5.8,NA
2017-07-04,50,6,NA
2017-07-04,50,6.2,NA
2017-07-04,50,8,NA
2017-07-04,50,9,NA
2017-07-04,50,9.3,NA
2017-07-06,50,0.1,NA
2017-07-06,50,0.8,NA
2017-07-06,50,1.6,NA
2017-07-06,50,2.8,NA
2017-07-06,50,3.8,NA
2017-07-06,50,5,NA
2017-07-06,50,5.2,NA
2017-07-06,50,5.5,NA
2017-07-06,50,5.8,NA
2017-07-06,50,6,NA
2017-07-06,50,6.2,NA
2017-07-06,50,8,NA
2017-07-06,50,9,NA
2017-07-06,50,9.3,NA
2017-07-09,50,0.1,NA
2017-07-09,50,0.8,NA
2017-07-09,50,1.6,NA
2017-07-09,50,2.8,NA
2017-07-09,50,3.8,NA
2017-07-09,50,5,NA
2017-07-09,50,5.2,NA
2017-07-09,50,5.5,NA
2017-07-09,50,5.8,NA
2017-07-09,50,6,NA
2017-07-09,50,6.2,NA
2017-07-09,50,8,NA
2017-07-09,50,9,NA
2017-07-09,50,9.3,NA
2017-07-10,50,0.1,-0.904899146919959
2017-07-10,50,0.8,-0.904899146919959
2017-07-10,50,1.6,-0.904899146919959
2017-07-10,50,2.8,-0.904899146919959
2017-07-10,50,3.8,-0.904899146919959
2017-07-10,50,5,-0.904899146919959
2017-07-10,50,5.2,-0.904899146919959
2017-07-10,50,5.5,-0.904899146919959
2017-07-10,50,5.8,-0.904899146919959
2017-07-10,50,6,-0.904899146919959
2017-07-10,50,6.2,-0.904899146919959
2017-07-10,50,8,-0.904899146919959
