"Date","Site","Depth","TP_interp"
2014-06-23,50,6,NA
2014-06-23,50,6.2,20.3
2014-06-23,50,8,14.1
2014-06-23,50,9,17.4
2014-06-23,50,9.3,NA
2014-06-25,50,0.1,18.85
2014-06-25,50,0.8,18.4
2014-06-25,50,1.6,19.75
2014-06-25,50,2.8,27.35
2014-06-25,50,3.8,22.45
2014-06-25,50,5,20.75
2014-06-25,50,5.2,NA
2014-06-25,50,5.5,NA
2014-06-25,50,5.8,NA
2014-06-25,50,6,NA
2014-06-25,50,6.2,18.8
2014-06-25,50,8,16.95
2014-06-25,50,9,19
2014-06-25,50,9.3,NA
2014-06-29,50,0.1,23.8
2014-06-29,50,0.8,20.9
2014-06-29,50,1.6,18.8
2014-06-29,50,2.8,23.5
2014-06-29,50,3.8,22.5
2014-06-29,50,5,20.3
2014-06-29,50,5.2,NA
2014-06-29,50,5.5,NA
2014-06-29,50,5.8,NA
2014-06-29,50,6,NA
2014-06-29,50,6.2,17.3
2014-06-29,50,8,19.8
2014-06-29,50,9,20.6
2014-06-29,50,9.3,NA
2014-06-30,50,0.1,18.9
2014-06-30,50,0.8,18.4
2014-06-30,50,1.6,17
2014-06-30,50,2.8,16.9
2014-06-30,50,3.8,23
2014-06-30,50,5,22
2014-06-30,50,5.2,NA
2014-06-30,50,5.5,NA
2014-06-30,50,5.8,NA
2014-06-30,50,6,NA
2014-06-30,50,6.2,16.9
2014-06-30,50,8,21
2014-06-30,50,9,11
2014-06-30,50,9.3,NA
2014-07-01,50,0.1,19.3333333333333
2014-07-01,50,0.8,17.9666666666667
2014-07-01,50,1.6,16.5666666666667
2014-07-01,50,2.8,18.3
2014-07-01,50,3.8,18
2014-07-01,50,5,19.1
2014-07-01,50,5.2,NA
2014-07-01,50,5.5,NA
2014-07-01,50,5.8,NA
2014-07-01,50,6,NA
2014-07-01,50,6.2,17.3
2014-07-01,50,8,21.4333333333333
2014-07-01,50,9,15.1666666666667
2014-07-01,50,9.3,NA
2014-07-02,50,0.1,19.7666666666667
2014-07-02,50,0.8,17.5333333333333
2014-07-02,50,1.6,16.1333333333333
2014-07-02,50,2.8,19.7
2014-07-02,50,3.8,13
2014-07-02,50,5,16.2
2014-07-02,50,5.2,NA
2014-07-02,50,5.5,NA
2014-07-02,50,5.8,NA
2014-07-02,50,6,NA
2014-07-02,50,6.2,17.7
2014-07-02,50,8,21.8666666666667
2014-07-02,50,9,19.3333333333333
2014-07-02,50,9.3,NA
2014-07-07,50,0.1,20.2
2014-07-07,50,0.8,17.1
2014-07-07,50,1.6,15.7
2014-07-07,50,2.8,21.1
2014-07-07,50,3.8,8
2014-07-07,50,5,13.3
2014-07-07,50,5.2,NA
2014-07-07,50,5.5,NA
2014-07-07,50,5.8,NA
2014-07-07,50,6,NA
2014-07-07,50,6.2,18.1
2014-07-07,50,8,22.3
2014-07-07,50,9,23.5
2014-07-07,50,9.3,NA
2014-07-09,50,0.1,17.65
2014-07-09,50,0.8,18.2
2014-07-09,50,1.6,20.05
2014-07-09,50,2.8,21.1
2014-07-09,50,3.8,14.65
2014-07-09,50,5,18.7
2014-07-09,50,5.2,NA
2014-07-09,50,5.5,NA
2014-07-09,50,5.8,NA
2014-07-09,50,6,NA
2014-07-09,50,6.2,21.15
2014-07-09,50,8,23.95
2014-07-09,50,9,25.6
2014-07-09,50,9.3,NA
2014-07-14,50,0.1,15.1
2014-07-14,50,0.8,19.3
2014-07-14,50,1.6,24.4
2014-07-14,50,2.8,21.1
2014-07-14,50,3.8,21.3
2014-07-14,50,5,24.1
2014-07-14,50,5.2,NA
2014-07-14,50,5.5,NA
2014-07-14,50,5.8,NA
2014-07-14,50,6,NA
2014-07-14,50,6.2,24.2
2014-07-14,50,8,25.6
2014-07-14,50,9,27.7
2014-07-14,50,9.3,NA
2014-07-16,50,0.1,13.1
2014-07-16,50,0.8,16.75
2014-07-16,50,1.6,18.85
2014-07-16,50,2.8,26.8
2014-07-16,50,3.8,18.7
2014-07-16,50,5,20.6
2014-07-16,50,5.2,NA
2014-07-16,50,5.5,NA
2014-07-16,50,5.8,NA
2014-07-16,50,6,NA
2014-07-16,50,6.2,19.8
2014-07-16,50,8,20.3
2014-07-16,50,9,22.35
2014-07-16,50,9.3,NA
2014-07-21,50,0.1,11.1
2014-07-21,50,0.8,14.2
2014-07-21,50,1.6,13.3
2014-07-21,50,2.8,32.5
2014-07-21,50,3.8,16.1
2014-07-21,50,5,17.1
2014-07-21,50,5.2,NA
2014-07-21,50,5.5,NA
2014-07-21,50,5.8,NA
2014-07-21,50,6,NA
2014-07-21,50,6.2,15.4
2014-07-21,50,8,15
2014-07-21,50,9,17
2014-07-21,50,9.3,NA
2014-07-23,50,0.1,12.45
2014-07-23,50,0.8,14.15
2014-07-23,50,1.6,13.35
2014-07-23,50,2.8,24.25
2014-07-23,50,3.8,15.8
2014-07-23,50,5,16.3
2014-07-23,50,5.2,NA
2014-07-23,50,5.5,NA
2014-07-23,50,5.8,NA
2014-07-23,50,6,NA
2014-07-23,50,6.2,17.95
2014-07-23,50,8,16.3
2014-07-23,50,9,17.9
2014-07-23,50,9.3,NA
2014-07-28,50,0.1,13.8
2014-07-28,50,0.8,14.1
2014-07-28,50,1.6,13.4
2014-07-28,50,2.8,16
2014-07-28,50,3.8,15.5
2014-07-28,50,5,15.5
2014-07-28,50,5.2,NA
2014-07-28,50,5.5,NA
2014-07-28,50,5.8,NA
2014-07-28,50,6,NA
2014-07-28,50,6.2,20.5
2014-07-28,50,8,17.6
2014-07-28,50,9,18.8
2014-07-28,50,9.3,NA
2014-07-30,50,0.1,14.1333333333333
2014-07-30,50,0.8,13.7
2014-07-30,50,1.6,13.3666666666667
2014-07-30,50,2.8,15.9666666666667
2014-07-30,50,3.8,16.4
2014-07-30,50,5,18.6
2014-07-30,50,5.2,NA
2014-07-30,50,5.5,NA
2014-07-30,50,5.8,NA
2014-07-30,50,6,NA
2014-07-30,50,6.2,18.2
2014-07-30,50,8,18.4333333333333
2014-07-30,50,9,25.9333333333333
2014-07-30,50,9.3,NA
2014-08-02,50,0.1,14.4666666666667
2014-08-02,50,0.8,13.3
2014-08-02,50,1.6,13.3333333333333
2014-08-02,50,2.8,15.9333333333333
2014-08-02,50,3.8,17.3
2014-08-02,50,5,21.7
2014-08-02,50,5.2,NA
2014-08-02,50,5.5,NA
2014-08-02,50,5.8,NA
2014-08-02,50,6,NA
2014-08-02,50,6.2,15.9
2014-08-02,50,8,19.2666666666667
2014-08-02,50,9,33.0666666666667
2014-08-02,50,9.3,NA
2014-08-04,50,0.1,14.8
2014-08-04,50,0.8,12.9
2014-08-04,50,1.6,13.3
2014-08-04,50,2.8,15.9
2014-08-04,50,3.8,18.2
2014-08-04,50,5,24.8
2014-08-04,50,5.2,NA
2014-08-04,50,5.5,NA
2014-08-04,50,5.8,NA
2014-08-04,50,6,NA
2014-08-04,50,6.2,13.6
2014-08-04,50,8,20.1
2014-08-04,50,9,40.2
2014-08-04,50,9.3,NA
2014-08-06,50,0.1,14.4
2014-08-06,50,0.8,13.65
2014-08-06,50,1.6,13.825
2014-08-06,50,2.8,16.425
2014-08-06,50,3.8,17.7
2014-08-06,50,5,22
2014-08-06,50,5.2,NA
2014-08-06,50,5.5,NA
2014-08-06,50,5.8,NA
2014-08-06,50,6,NA
2014-08-06,50,6.2,13.925
2014-08-06,50,8,19.8
2014-08-06,50,9,35.35
2014-08-06,50,9.3,NA
2014-08-09,50,0.1,14
2014-08-09,50,0.8,14.4
2014-08-09,50,1.6,14.35
2014-08-09,50,2.8,16.95
2014-08-09,50,3.8,17.2
2014-08-09,50,5,19.2
2014-08-09,50,5.2,NA
2014-08-09,50,5.5,NA
2014-08-09,50,5.8,NA
2014-08-09,50,6,NA
2014-08-09,50,6.2,14.25
2014-08-09,50,8,19.5
2014-08-09,50,9,30.5
2014-08-09,50,9.3,NA
2014-08-10,50,0.1,13.6
2014-08-10,50,0.8,15.15
2014-08-10,50,1.6,14.875
2014-08-10,50,2.8,17.475
2014-08-10,50,3.8,16.7
2014-08-10,50,5,16.4
2014-08-10,50,5.2,NA
2014-08-10,50,5.5,NA
2014-08-10,50,5.8,NA
2014-08-10,50,6,NA
2014-08-10,50,6.2,14.575
2014-08-10,50,8,19.2
2014-08-10,50,9,25.65
2014-08-10,50,9.3,NA
2014-08-11,50,0.1,13.2
2014-08-11,50,0.8,15.9
2014-08-11,50,1.6,15.4
2014-08-11,50,2.8,18
2014-08-11,50,3.8,16.2
2014-08-11,50,5,13.6
2014-08-11,50,5.2,NA
2014-08-11,50,5.5,NA
2014-08-11,50,5.8,NA
2014-08-11,50,6,NA
2014-08-11,50,6.2,14.9
2014-08-11,50,8,18.9
2014-08-11,50,9,20.8
2014-08-11,50,9.3,NA
2014-08-13,50,0.1,13.05
2014-08-13,50,0.8,14.4
2014-08-13,50,1.6,16.7
2014-08-13,50,2.8,19.7
2014-08-13,50,3.8,20.15
2014-08-13,50,5,15.65
2014-08-13,50,5.2,NA
2014-08-13,50,5.5,NA
2014-08-13,50,5.8,NA
2014-08-13,50,6,NA
2014-08-13,50,6.2,15.75
2014-08-13,50,8,21.35
2014-08-13,50,9,17.95
2014-08-13,50,9.3,NA
2014-08-18,50,0.1,12.9
2014-08-18,50,0.8,12.9
2014-08-18,50,1.6,18
2014-08-18,50,2.8,21.4
2014-08-18,50,3.8,24.1
2014-08-18,50,5,17.7
2014-08-18,50,5.2,NA
2014-08-18,50,5.5,NA
2014-08-18,50,5.8,NA
2014-08-18,50,6,NA
2014-08-18,50,6.2,16.6
2014-08-18,50,8,23.8
2014-08-18,50,9,15.1
2014-08-18,50,9.3,NA
2014-08-19,50,0.1,12.9333333333333
2014-08-19,50,0.8,12.8
2014-08-19,50,1.6,14.1
2014-08-19,50,2.8,23.5
2014-08-19,50,3.8,23.0666666666667
2014-08-19,50,5,15.5333333333333
2014-08-19,50,5.2,NA
2014-08-19,50,5.5,NA
2014-08-19,50,5.8,NA
2014-08-19,50,6,NA
2014-08-19,50,6.2,16.8666666666667
2014-08-19,50,8,21.9333333333333
2014-08-19,50,9,14.6333333333333
2014-08-19,50,9.3,NA
2014-08-21,50,0.1,12.9666666666667
2014-08-21,50,0.8,12.7
2014-08-21,50,1.6,10.2
2014-08-21,50,2.8,25.6
2014-08-21,50,3.8,22.0333333333333
2014-08-21,50,5,13.3666666666667
2014-08-21,50,5.2,NA
2014-08-21,50,5.5,NA
2014-08-21,50,5.8,NA
2014-08-21,50,6,NA
2014-08-21,50,6.2,17.1333333333333
2014-08-21,50,8,20.0666666666667
2014-08-21,50,9,14.1666666666667
2014-08-21,50,9.3,NA
2014-08-25,50,0.1,13
2014-08-25,50,0.8,12.6
2014-08-25,50,1.6,6.3
2014-08-25,50,2.8,27.7
2014-08-25,50,3.8,21
2014-08-25,50,5,11.2
2014-08-25,50,5.2,NA
2014-08-25,50,5.5,NA
2014-08-25,50,5.8,NA
2014-08-25,50,6,NA
2014-08-25,50,6.2,17.4
2014-08-25,50,8,18.2
2014-08-25,50,9,13.7
2014-08-25,50,9.3,NA
2014-09-03,50,0.1,13
2014-09-03,50,0.8,18.7
2014-09-03,50,1.6,10.6
2014-09-03,50,2.8,19.8
2014-09-03,50,3.8,21.8
2014-09-03,50,5,21.7
2014-09-03,50,5.2,NA
2014-09-03,50,5.5,NA
2014-09-03,50,5.8,NA
2014-09-03,50,6,NA
2014-09-03,50,6.2,16.9
2014-09-03,50,8,1.2
2014-09-03,50,9,20.9
2014-09-03,50,9.3,NA
2014-09-08,50,0.1,20.5
2014-09-08,50,0.8,11.6
2014-09-08,50,1.6,10.9
2014-09-08,50,2.8,15.4
2014-09-08,50,3.8,20.5
2014-09-08,50,5,13.2
2014-09-08,50,5.2,NA
2014-09-08,50,5.5,NA
2014-09-08,50,5.8,NA
2014-09-08,50,6,NA
2014-09-08,50,6.2,14.7
2014-09-08,50,8,14
2014-09-08,50,9,12.1
2014-09-08,50,9.3,NA
2014-09-15,50,0.1,20.4
2014-09-15,50,0.8,16.6
2014-09-15,50,1.6,18.1
2014-09-15,50,2.8,17.8
2014-09-15,50,3.8,17.7
2014-09-15,50,5,28.7
2014-09-15,50,5.2,NA
2014-09-15,50,5.5,NA
2014-09-15,50,5.8,NA
2014-09-15,50,6,NA
2014-09-15,50,6.2,22.5
2014-09-15,50,8,14.5
2014-09-15,50,9,18.8
2014-09-15,50,9.3,NA
2014-09-22,50,0.1,14.9
2014-09-22,50,0.8,12.6
2014-09-22,50,1.6,13.4
2014-09-22,50,2.8,10.4
2014-09-22,50,3.8,13.6
2014-09-22,50,5,25.3
2014-09-22,50,5.2,NA
2014-09-22,50,5.5,NA
2014-09-22,50,5.8,NA
2014-09-22,50,6,NA
2014-09-22,50,6.2,13.4
2014-09-22,50,8,12.2
2014-09-22,50,9,10.7
2014-09-22,50,9.3,NA
2014-09-29,50,0.1,15.5
2014-09-29,50,0.8,14.4
2014-09-29,50,1.6,14.4
2014-09-29,50,2.8,24
2014-09-29,50,3.8,18
2014-09-29,50,5,25
2014-09-29,50,5.2,NA
2014-09-29,50,5.5,NA
2014-09-29,50,5.8,NA
2014-09-29,50,6,NA
2014-09-29,50,6.2,18.5
2014-09-29,50,8,15.5
2014-09-29,50,9,17.3
2014-09-29,50,9.3,NA
2014-10-04,50,0.1,15.6
2014-10-04,50,0.8,16.3
2014-10-04,50,1.6,15.55
2014-10-04,50,2.8,20.6
2014-10-04,50,3.8,17.6
2014-10-04,50,5,21.75
2014-10-04,50,5.2,NA
2014-10-04,50,5.5,NA
2014-10-04,50,5.8,NA
2014-10-04,50,6,NA
2014-10-04,50,6.2,18.95
2014-10-04,50,8,20.3
2014-10-04,50,9,16.15
2014-10-04,50,9.3,NA
2014-10-15,50,0.1,15.7
2014-10-15,50,0.8,18.2
2014-10-15,50,1.6,16.7
2014-10-15,50,2.8,17.2
2014-10-15,50,3.8,17.2
2014-10-15,50,5,18.5
2014-10-15,50,5.2,NA
2014-10-15,50,5.5,NA
2014-10-15,50,5.8,NA
2014-10-15,50,6,NA
2014-10-15,50,6.2,19.4
2014-10-15,50,8,25.1
2014-10-15,50,9,15
2014-10-15,50,9.3,NA
2014-10-23,50,0.1,10
2014-10-23,50,0.8,18
2014-10-23,50,1.6,13.1
2014-10-23,50,2.8,14.6
2014-10-23,50,3.8,16
2014-10-23,50,5,14.8
2014-10-23,50,5.2,NA
2014-10-23,50,5.5,NA
2014-10-23,50,5.8,NA
2014-10-23,50,6,NA
2014-10-23,50,6.2,21.9
2014-10-23,50,8,21.6
2014-10-23,50,9,22.3
2014-10-23,50,9.3,NA
2014-11-10,50,0.1,22.2
2014-11-10,50,0.8,18.9
2014-11-10,50,1.6,21.1
2014-11-10,50,2.8,21.2
2014-11-10,50,3.8,21.2
2014-11-10,50,5,23.4
2014-11-10,50,5.2,NA
2014-11-10,50,5.5,NA
2014-11-10,50,5.8,NA
2014-11-10,50,6,NA
2014-11-10,50,6.2,18.6
2014-11-10,50,8,17
2014-11-10,50,9,23.2
2014-11-10,50,9.3,NA
2014-12-10,50,0.1,15.9
2014-12-10,50,0.8,13.4
2014-12-10,50,1.6,15.6
2014-12-10,50,2.8,18.9
2014-12-10,50,3.8,14.5
2014-12-10,50,5,13.4
2014-12-10,50,5.2,NA
2014-12-10,50,5.5,NA
2014-12-10,50,5.8,NA
2014-12-10,50,6,NA
2014-12-10,50,6.2,11.7
2014-12-10,50,8,18
2014-12-10,50,9,9.4
2014-12-10,50,9.3,NA
2015-03-16,50,0.1,16.9
2015-03-16,50,0.8,13.825
2015-03-16,50,1.6,15.8
2015-03-16,50,2.8,18.2
2015-03-16,50,3.8,14.5
2015-03-16,50,5,12.5
2015-03-16,50,5.2,NA
2015-03-16,50,5.5,NA
2015-03-16,50,5.8,NA
2015-03-16,50,6,NA
2015-03-16,50,6.2,15.8
2015-03-16,50,8,13.7
2015-03-16,50,9,14.9
2015-03-16,50,9.3,NA
2015-03-31,50,0.1,18.4
2015-03-31,50,0.8,14.25
2015-03-31,50,1.6,16
2015-03-31,50,2.8,17.5
2015-03-31,50,3.8,14
2015-03-31,50,5,14.9
2015-03-31,50,5.2,NA
2015-03-31,50,5.5,NA
2015-03-31,50,5.8,NA
2015-03-31,50,6,NA
2015-03-31,50,6.2,14.4
2015-03-31,50,8,13.5
2015-03-31,50,9,14.2
2015-03-31,50,9.3,NA
2015-04-07,50,0.1,32.6
2015-04-07,50,0.8,14.675
2015-04-07,50,1.6,11.9
2015-04-07,50,2.8,16.8
2015-04-07,50,3.8,17.6
2015-04-07,50,5,18.2
2015-04-07,50,5.2,NA
2015-04-07,50,5.5,NA
2015-04-07,50,5.8,NA
2015-04-07,50,6,NA
2015-04-07,50,6.2,13.9
2015-04-07,50,8,12.2
2015-04-07,50,9,12.7
2015-04-07,50,9.3,NA
2015-04-13,50,0.1,16.3
2015-04-13,50,0.8,15.1
2015-04-13,50,1.6,17.2
2015-04-13,50,2.8,16.1
2015-04-13,50,3.8,16.7
2015-04-13,50,5,15.9
2015-04-13,50,5.2,NA
2015-04-13,50,5.5,NA
2015-04-13,50,5.8,NA
2015-04-13,50,6,NA
2015-04-13,50,6.2,13.2
2015-04-13,50,8,16
2015-04-13,50,9,16
2015-04-13,50,9.3,NA
2015-04-16,50,0.1,17.2
2015-04-16,50,0.8,16.3
2015-04-16,50,1.6,16.8
2015-04-16,50,2.8,15.6
2015-04-16,50,3.8,12.5
2015-04-16,50,5,15.2
2015-04-16,50,5.2,NA
2015-04-16,50,5.5,NA
2015-04-16,50,5.8,NA
2015-04-16,50,6,NA
2015-04-16,50,6.2,18.7
2015-04-16,50,8,13.5
2015-04-16,50,9,13.3
2015-04-16,50,9.3,NA
2015-04-19,50,0.1,17.9
2015-04-19,50,0.8,18.5
2015-04-19,50,1.6,18.7
2015-04-19,50,2.8,18.3
2015-04-19,50,3.8,17.4
2015-04-19,50,5,14.6
2015-04-19,50,5.2,NA
2015-04-19,50,5.5,NA
2015-04-19,50,5.8,NA
2015-04-19,50,6,NA
2015-04-19,50,6.2,13.7
2015-04-19,50,8,12.5
2015-04-19,50,9,16.2
2015-04-19,50,9.3,NA
2015-04-21,50,0.1,17.8
2015-04-21,50,0.8,17.7666666666667
2015-04-21,50,1.6,18.6
2015-04-21,50,2.8,18.9
2015-04-21,50,3.8,14.7
2015-04-21,50,5,14.7
2015-04-21,50,5.2,NA
2015-04-21,50,5.5,NA
2015-04-21,50,5.8,NA
2015-04-21,50,6,NA
2015-04-21,50,6.2,13.2
2015-04-21,50,8,12.6
2015-04-21,50,9,8.7
2015-04-21,50,9.3,NA
2015-04-25,50,0.1,11.2
2015-04-25,50,0.8,17.0333333333333
2015-04-25,50,1.6,13.3
2015-04-25,50,2.8,17.4
2015-04-25,50,3.8,16.5
2015-04-25,50,5,12.3
2015-04-25,50,5.2,NA
2015-04-25,50,5.5,NA
2015-04-25,50,5.8,NA
2015-04-25,50,6,NA
2015-04-25,50,6.2,7.7
2015-04-25,50,8,17.8
2015-04-25,50,9,62
2015-04-25,50,9.3,NA
2015-04-28,50,0.1,15.4
2015-04-28,50,0.8,16.3
2015-04-28,50,1.6,12.5
2015-04-28,50,2.8,15.1
2015-04-28,50,3.8,19.8
2015-04-28,50,5,15.3
2015-04-28,50,5.2,NA
2015-04-28,50,5.5,NA
2015-04-28,50,5.8,NA
2015-04-28,50,6,NA
2015-04-28,50,6.2,15.4
2015-04-28,50,8,24.6
2015-04-28,50,9,13.6
2015-04-28,50,9.3,NA
2015-05-01,50,0.1,15.7
2015-05-01,50,0.8,14.4
2015-05-01,50,1.6,15.4
2015-05-01,50,2.8,17.7
2015-05-01,50,3.8,31.6
2015-05-01,50,5,13.2
2015-05-01,50,5.2,NA
2015-05-01,50,5.5,NA
2015-05-01,50,5.8,NA
2015-05-01,50,6,NA
2015-05-01,50,6.2,14.4
2015-05-01,50,8,14
2015-05-01,50,9,14.1
2015-05-01,50,9.3,NA
2015-05-05,50,0.1,12.1
2015-05-05,50,0.8,12.5
2015-05-05,50,1.6,10.9
2015-05-05,50,2.8,15.2
2015-05-05,50,3.8,16.7
2015-05-05,50,5,14.5
2015-05-05,50,5.2,NA
2015-05-05,50,5.5,NA
2015-05-05,50,5.8,NA
2015-05-05,50,6,NA
2015-05-05,50,6.2,15.2
2015-05-05,50,8,13
2015-05-05,50,9,12.2
2015-05-05,50,9.3,NA
2015-05-07,50,0.1,11.65
2015-05-07,50,0.8,NA
2015-05-07,50,1.6,11.85
2015-05-07,50,2.8,NA
2015-05-07,50,3.8,16.75
2015-05-07,50,5,15.65
2015-05-07,50,5.2,NA
2015-05-07,50,5.5,NA
2015-05-07,50,5.8,NA
2015-05-07,50,6,NA
2015-05-07,50,6.2,12.95
2015-05-07,50,8,22
2015-05-07,50,9,15
2015-05-07,50,9.3,NA
2015-05-11,50,0.1,11.2
2015-05-11,50,0.8,NA
2015-05-11,50,1.6,12.8
2015-05-11,50,2.8,NA
2015-05-11,50,3.8,16.8
2015-05-11,50,5,16.8
2015-05-11,50,5.2,NA
2015-05-11,50,5.5,NA
2015-05-11,50,5.8,NA
2015-05-11,50,6,NA
2015-05-11,50,6.2,10.7
2015-05-11,50,8,31
2015-05-11,50,9,17.8
2015-05-11,50,9.3,NA
2015-05-14,50,0.1,12.35
2015-05-14,50,0.8,NA
2015-05-14,50,1.6,14.7
2015-05-14,50,2.8,NA
2015-05-14,50,3.8,16.25
2015-05-14,50,5,18.45
2015-05-14,50,5.2,NA
2015-05-14,50,5.5,NA
2015-05-14,50,5.8,NA
2015-05-14,50,6,NA
2015-05-14,50,6.2,15.05
2015-05-14,50,8,32.55
2015-05-14,50,9,16.45
2015-05-14,50,9.3,NA
2015-05-18,50,0.1,13.5
2015-05-18,50,0.8,NA
2015-05-18,50,1.6,16.6
2015-05-18,50,2.8,NA
2015-05-18,50,3.8,15.7
2015-05-18,50,5,20.1
2015-05-18,50,5.2,NA
2015-05-18,50,5.5,NA
2015-05-18,50,5.8,NA
2015-05-18,50,6,NA
2015-05-18,50,6.2,19.4
2015-05-18,50,8,34.1
2015-05-18,50,9,15.1
2015-05-18,50,9.3,NA
2015-05-21,50,0.1,13.2
2015-05-21,50,0.8,NA
2015-05-21,50,1.6,15.25
2015-05-21,50,2.8,NA
2015-05-21,50,3.8,14.95
2015-05-21,50,5,19.55
2015-05-21,50,5.2,NA
2015-05-21,50,5.5,NA
2015-05-21,50,5.8,NA
2015-05-21,50,6,NA
2015-05-21,50,6.2,26.9
2015-05-21,50,8,31.55
2015-05-21,50,9,17.9
2015-05-21,50,9.3,NA
2015-05-25,50,0.1,12.9
2015-05-25,50,0.8,NA
2015-05-25,50,1.6,13.9
2015-05-25,50,2.8,NA
2015-05-25,50,3.8,14.2
2015-05-25,50,5,19
2015-05-25,50,5.2,NA
2015-05-25,50,5.5,NA
2015-05-25,50,5.8,NA
2015-05-25,50,6,NA
2015-05-25,50,6.2,34.4
2015-05-25,50,8,29
2015-05-25,50,9,20.7
2015-05-25,50,9.3,NA
2015-05-28,50,0.1,13.95
2015-05-28,50,0.8,NA
2015-05-28,50,1.6,15.55
2015-05-28,50,2.8,NA
2015-05-28,50,3.8,18.7
2015-05-28,50,5,18.4
2015-05-28,50,5.2,NA
2015-05-28,50,5.5,NA
2015-05-28,50,5.8,NA
2015-05-28,50,6,NA
2015-05-28,50,6.2,25.85
2015-05-28,50,8,27.55
2015-05-28,50,9,21.15
2015-05-28,50,9.3,NA
2015-06-08,50,0.1,15
2015-06-08,50,0.8,NA
2015-06-08,50,1.6,17.2
2015-06-08,50,2.8,NA
2015-06-08,50,3.8,23.2
2015-06-08,50,5,17.8
2015-06-08,50,5.2,NA
2015-06-08,50,5.5,NA
2015-06-08,50,5.8,NA
2015-06-08,50,6,NA
2015-06-08,50,6.2,17.3
2015-06-08,50,8,26.1
2015-06-08,50,9,21.6
2015-06-08,50,9.3,NA
2015-06-11,50,0.1,13.85
2015-06-11,50,0.8,NA
2015-06-11,50,1.6,14.6
2015-06-11,50,2.8,NA
2015-06-11,50,3.8,19.75
2015-06-11,50,5,18.9
2015-06-11,50,5.2,NA
2015-06-11,50,5.5,NA
2015-06-11,50,5.8,NA
2015-06-11,50,6,NA
2015-06-11,50,6.2,17
2015-06-11,50,8,21.35
2015-06-11,50,9,26.7
2015-06-11,50,9.3,NA
2015-06-15,50,0.1,12.7
2015-06-15,50,0.8,NA
2015-06-15,50,1.6,12
2015-06-15,50,2.8,NA
2015-06-15,50,3.8,16.3
2015-06-15,50,5,20
2015-06-15,50,5.2,NA
2015-06-15,50,5.5,NA
2015-06-15,50,5.8,NA
2015-06-15,50,6,NA
2015-06-15,50,6.2,16.7
2015-06-15,50,8,16.6
2015-06-15,50,9,31.8
2015-06-15,50,9.3,NA
2015-06-18,50,0.1,12.2
2015-06-18,50,0.8,NA
2015-06-18,50,1.6,12.9
2015-06-18,50,2.8,NA
2015-06-18,50,3.8,16.4333333333333
2015-06-18,50,5,21.9333333333333
2015-06-18,50,5.2,NA
2015-06-18,50,5.5,NA
2015-06-18,50,5.8,NA
2015-06-18,50,6,NA
2015-06-18,50,6.2,18.0333333333333
2015-06-18,50,8,18.0666666666667
2015-06-18,50,9,32.9333333333333
2015-06-18,50,9.3,NA
2015-06-19,50,0.1,11.7
2015-06-19,50,0.8,NA
2015-06-19,50,1.6,13.8
2015-06-19,50,2.8,NA
2015-06-19,50,3.8,16.5666666666667
2015-06-19,50,5,23.8666666666667
2015-06-19,50,5.2,NA
2015-06-19,50,5.5,NA
2015-06-19,50,5.8,NA
2015-06-19,50,6,NA
2015-06-19,50,6.2,19.3666666666667
2015-06-19,50,8,19.5333333333333
2015-06-19,50,9,34.0666666666667
2015-06-19,50,9.3,NA
2015-06-22,50,0.1,11.2
2015-06-22,50,0.8,NA
2015-06-22,50,1.6,14.7
2015-06-22,50,2.8,NA
2015-06-22,50,3.8,16.7
2015-06-22,50,5,25.8
2015-06-22,50,5.2,NA
2015-06-22,50,5.5,NA
2015-06-22,50,5.8,NA
2015-06-22,50,6,NA
2015-06-22,50,6.2,20.7
2015-06-22,50,8,21
2015-06-22,50,9,35.2
2015-06-22,50,9.3,NA
2015-06-23,50,0.1,12
2015-06-23,50,0.8,NA
2015-06-23,50,1.6,14.8666666666667
2015-06-23,50,2.8,NA
2015-06-23,50,3.8,16.0666666666667
2015-06-23,50,5,20.6
2015-06-23,50,5.2,NA
2015-06-23,50,5.5,NA
2015-06-23,50,5.8,NA
2015-06-23,50,6,NA
2015-06-23,50,6.2,20.5
2015-06-23,50,8,20.4
2015-06-23,50,9,29.8666666666667
2015-06-23,50,9.3,NA
2015-06-25,50,0.1,12.8
2015-06-25,50,0.8,NA
2015-06-25,50,1.6,15.0333333333333
2015-06-25,50,2.8,NA
2015-06-25,50,3.8,15.4333333333333
2015-06-25,50,5,15.4
2015-06-25,50,5.2,NA
2015-06-25,50,5.5,NA
2015-06-25,50,5.8,NA
2015-06-25,50,6,NA
2015-06-25,50,6.2,20.3
2015-06-25,50,8,19.8
2015-06-25,50,9,24.5333333333333
2015-06-25,50,9.3,NA
2015-06-29,50,0.1,13.6
2015-06-29,50,0.8,NA
2015-06-29,50,1.6,15.2
2015-06-29,50,2.8,NA
2015-06-29,50,3.8,14.8
2015-06-29,50,5,10.2
2015-06-29,50,5.2,NA
2015-06-29,50,5.5,NA
2015-06-29,50,5.8,NA
2015-06-29,50,6,NA
2015-06-29,50,6.2,20.1
2015-06-29,50,8,19.2
2015-06-29,50,9,19.2
2015-06-29,50,9.3,NA
2015-07-02,50,0.1,13.6
2015-07-02,50,0.8,NA
2015-07-02,50,1.6,14.65
2015-07-02,50,2.8,NA
2015-07-02,50,3.8,17
2015-07-02,50,5,13.25
